"cboocupacao2002";"nome_cbo_ocupacao";"mediana_vinculos";"mediana_rendimentos";"vinculos_ultimo_ano";"media_rendimento_ultimo_ano";"media_salario_hora_ultimo_ano";"vinculos_primeiro_ano";"media_rendimento_primeiro_ano";"media_salario_hora_primeiro_ano";"variacao_rendimentos";"variacao_vinculos";"cbo";"codigo_cbo"
"373210";"Técnico em operação de equipamento de exibição de televisão";"114,5";"8094,243179461392";"48";"9249,102713972943";"64,22987995814543";"139";"4538,252909764599";"30,01488437933220";"1,42676654123999e-01";"-0,58078602620087338";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"373215";"Técnico em operação de equipamentos de transmissão/recepção de televisão";"47,0";"7923,987018289846";"12";"12215,117485263771";"84,82720475877619";"62";"6141,966800348102";"41,38371820913019";"5,41536786603676e-01";"-0,74468085106382986";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"373220";"Supervisor técnico operacional de sistemas de televisão e produtoras de vídeo";"111,0";"10190,366799440159";"85";"7970,736635608242";"49,55302935535524";"115";"10673,068449844986";"67,03963341266507";"-2,17816513136098e-01";"-0,23423423423423428";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374105";"Técnico em gravação de áudio";"47,0";"3310,204369029579";"93";"2268,886866291985";"13,99231187289519";"41";"3479,922094848599";"22,60589254923462";"-3,14578009889724e-01";"0,97872340425531923";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374110";"Técnico em instalação de equipamentos de áudio";"157,5";"2146,778838729931";"160";"2142,813079726536";"12,84361327135570";"198";"2048,103666957739";"12,03046898016845";"-1,84730673316191e-03";"0,01587301587301582";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374115";"Técnico em masterização de áudio";"2,0";"1738,166142918431";NA;NA;NA;"4";"1779,713286023310";"10,11200730695062";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374120";"Projetista de som";"4,0";"3184,635291190733";"1";"2685,165101273068";"15,25661989359698";"5";"1818,722455039009";"10,33365031272164";"-1,56837485064393e-01";"-0,75000000000000000";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374125";"Técnico em sonorização";"34,0";"3098,796497604639";"24";"3181,325197944493";"20,67985756016298";"50";"2470,259349177218";"14,88303486603543";"2,66325008446502e-02";"-0,29411764705882348";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374130";"Técnico em mixagem de áudio";"7,0";"3718,157710850750";"6";"2480,656068511646";"14,47988087583519";"18";"5099,077368099371";"28,97203050056460";"-3,32826560510784e-01";"-0,14285714285714290";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374135";"Projetista de sistemas de áudio";"5,5";"6312,848172748983";"3";"4162,447957292947";"28,98377530051711";"9";"3794,327379050231";"21,55867829005813";"-3,40638671580727e-01";"-0,45454545454545459";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374205";"Cenotécnico (cinema, vídeo, televisão, teatro e espetáculos)";"13,0";"4235,550458877338";"2";"3544,780379719463";"20,14079761204241";"9";"4206,304297286160";"26,13292894598671";"-1,63088619971480e-01";"-0,84615384615384615";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374210";"Maquinista de cinema e vídeo";"10,0";"3250,286349386613";"18";"2833,683441749212";"16,22832259617070";"24";"3266,649385132469";"18,73391471336931";"-1,28174216932001e-01";"0,80000000000000004";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374215";"Maquinista de teatro e espetáculos";"2,0";"2934,695467176808";"6";"2540,553006251402";"14,77492653806066";"2";"2479,413643920497";"15,39880304226267";"-1,34304381948214e-01";"2,00000000000000000";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374305";"Operador de projetor cinematográfico";"31,5";"2884,099414788097";"29";"3044,182714850469";"20,06375174725506";"60";"2295,849177964620";"14,50639291503109";"5,55054722599202e-02";"-0,07936507936507942";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374310";"Operador-mantenedor de projetor cinematográfico";"4,0";"4473,004177625654";"1";"4991,695611586251";"34,66455285823785";"5";"4282,292193858356";"27,19202000342343";"1,15960417956937e-01";"-0,75000000000000000";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374405";"Editor de mídia audiovisual";"81,0";"4285,374014344292";"177";"4369,429056991739";"28,95556974650044";"75";"4173,516763988549";"27,73183058551425";"1,96144006021628e-02";"1,18518518518518512";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374410";"Finalizador de filmes";"2,0";"2820,894481600170";NA;NA;NA;"1";"2214,685078788219";"12,58343794766033";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374415";"Finalizador de vídeo";"15,5";"10968,661854732272";"18";"7297,508157037572";"48,44575861642536";"12";"10826,897819129204";"73,37380987623685";"-3,34694764622617e-01";"0,16129032258064524";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"374420";"Montador de filmes";"65,0";"2413,473676454366";"24";"2324,339326379763";"13,23661173887814";"156";"2739,520038231319";"15,57428031906248";"-3,69319752455514e-02";"-0,63076923076923075";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"375105";"Designer de interiores";"61,5";"3999,470061034302";"49";"4475,879497113943";"25,43113350632922";"57";"3111,563527692639";"17,67933822552636";"1,19118140355934e-01";"-0,20325203252032520";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"375110";"Designer de vitrines";"43,0";"3249,398908334418";"26";"2949,578387348034";"17,28989012053007";"65";"3309,723368389653";"19,68085468944590";"-9,22695333642697e-02";"-0,39534883720930236";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"375115";"Visual merchandiser";"37,5";"2617,684639409649";"64";"2314,521923730767";"13,33870475347713";"6";"2769,882352745435";"15,73796791332633";"-1,15813307346011e-01";"0,70666666666666678";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"375120";"Decorador de eventos";"34,0";"2767,445190631168";"30";"1836,233351309970";"10,43314404153392";"20";"3895,640503853044";"22,13432104461957";"-3,36487906779038e-01";"-0,11764705882352944";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376205";"Acrobata";"2,0";"2229,647997687000";NA;NA;NA;"2";"2229,647997687000";"12,66845453231250";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376210";"Artista aéreo";"1,0";"1745,196880931141";NA;NA;NA;"1";"2011,158227046443";"11,42703538094570";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376215";"Artista de circo (outros)";"8,5";"1183,174883301686";NA;NA;NA;"7";"1560,208514439524";"8,86482110477002";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376220";"Contorcionista";"1,5";"1661,210619153127";NA;NA;NA;"2";"1694,158967785399";"9,62590322605340";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376225";"Domador de animais (circense)";"3,0";"1346,238108037064";"3";"2770,968653366010";"15,74414007594324";"2";"1081,761053989369";"6,14636962493960";"1,05830501812665e+00";"0,00000000000000000";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376235";"Mágico";"3,5";"1392,555824564508";NA;NA;NA;"7";"1489,546646094591";"8,46333321644654";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376240";"Malabarista";"1,0";"1117,582810838503";NA;NA;NA;"1";"1076,568600930220";"6,11686705073989";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376255";"Trapezista";"1,0";"1194,512398754817";NA;NA;NA;"1";"1076,568600930220";"6,11686705073989";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376305";"Apresentador de eventos";"13,5";"5133,601747300938";"5";"18553,724746653217";"150,60481078035218";"14";"4739,317571063819";"32,60228526054748";"2,61417298418369e+00";"-0,62962962962962965";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376310";"Apresentador de festas populares";"1,0";"1225,652008565865";NA;NA;NA;"1";"1210,983902454723";"6,88059035485638";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376315";"Apresentador de programas de rádio";"7,0";"5498,115489451930";NA;NA;NA;"9";"5268,003251159588";"41,75925669034593";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376320";"Apresentador de programas de televisão";"4,0";"19051,573015243644";"3";"36563,693785879215";"240,40082094852269";"3";"13133,883078088013";"107,66940633587240";"9,19195530816467e-01";"-0,25000000000000000";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"376415";"Modelo publicitário";"1,0";"2192,443616582478";"1";"2514,931699275866";"16,12135704664017";"1";"1839,963049686301";"10,45433550958126";"1,47090707489241e-01";"0,00000000000000000";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"377105";"Atleta profissional (outras modalidades)";"25,0";"3033,314961450931";"26";"1756,225413527937";"9,97855348595419";"24";"2298,571321480878";"28,36684852896919";"-4,21021082265761e-01";"0,04000000000000004";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"377110";"Atleta profissional de futebol";"53,5";"2046,988157800504";"27";"1026,014251043714";"5,82962642638474";"73";"2819,360226326595";"17,84676094996527";"-4,98768838923734e-01";"-0,49532710280373837";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"377120";"Atleta profissional de luta";"4,0";"2639,843926733947";"7";"2115,671951168797";"19,01832692060097";"2";"1843,225641025133";"32,17015913503477";"-1,98561729448022e-01";"0,75000000000000000";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"377125";"Atleta profissional de tênis";"6,0";"1965,305599315208";NA;NA;NA;"5";"1167,976544583478";"14,59970680729348";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"377140";"Profissional de atletismo";"5,5";"3124,774505066089";"1";"720,950609439053";"4,09631028090371";"15";"3138,525173193546";"23,47910814667231";"-7,69279156537472e-01";"-0,81818181818181812";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"377205";"Árbitro desportivo";"3,0";"1307,126073488105";"3";"1506,422953986418";"8,55922132946828";"8";"1411,674376712939";"22,74880994789856";"1,52469516552817e-01";"0,00000000000000000";"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"377210";"Árbitro de atletismo";"2,0";"1769,042794986759";NA;NA;NA;"2";"1769,042794986759";"10,83265138929587";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"377230";"Árbitro de judô";"2,0";"2605,813547288247";NA;NA;NA;"1";"6608,711939208716";"91,78766582234329";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"377240";"Árbitro de poló aquático";"1,0";"669,791828276490";NA;NA;NA;"1";"669,791828276490";"3,80563538793460";NA;NA;"TÉCNICOS EM NIVEL MÉDIO DOS SERVIÇOS CULTURAIS, DAS COMUNICAÇÕES E DOS DESPORTOS";"37"
"391105";"Cronoanalista";"35,5";"6707,866356040662";"35";"5125,095378260122";"30,19250519961585";"18";"5664,972056923814";"34,25208920771886";"-2,35957440677869e-01";"-0,01408450704225350";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391115";"Controlador de entrada e saída";"268,0";"2800,152825025772";"226";"2644,908566932676";"15,27342743739728";"184";"2626,939419088458";"15,44799559342263";"-5,54413518810951e-02";"-0,15671641791044777";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391120";"Planejista";"11,0";"6684,413756066620";"10";"7906,086170308401";"47,79403447197790";"18";"4555,579460136722";"26,15423235416408";"1,82764331895676e-01";"-0,09090909090909094";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391125";"Técnico de planejamento de produção";"256,0";"6293,538910568399";"255";"6062,848408919956";"36,30162800980953";"214";"6522,808707536269";"39,73201921820554";"-3,66551323391451e-02";"-0,00390625000000000";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391130";"Técnico de planejamento e programação da manutenção";"50,5";"4148,277451215941";"130";"2814,655146627244";"16,80374178088394";"38";"6932,052367898661";"40,26809141337365";"-3,21488212944336e-01";"1,57425742574257432";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391135";"Técnico de matéria-prima e material";"13,5";"3943,624344362552";"57";"2501,693362798991";"15,02197694806882";"14";"3915,819241849741";"23,31899410183996";"-3,65635987521178e-01";"3,22222222222222232";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391205";"Inspetor de qualidade";"535,5";"3735,020349399139";"549";"3320,598293644217";"19,45669521134094";"602";"3300,123775347659";"19,49901303901013";"-1,10955769175820e-01";"0,02521008403361336";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391210";"Técnico de garantia da qualidade";"358,5";"5080,088626154825";"369";"4685,109022891791";"27,94416279093083";"306";"4867,522978310774";"28,26424738791375";"-7,77505339630262e-02";"0,02928870292887020";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391215";"Operador de inspeção de qualidade";"134,0";"2753,186906315263";"149";"2412,149485990890";"13,91167032442209";"105";"2567,864032247176";"14,60620758244468";"-1,23870057474885e-01";"0,11194029850746268";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391220";"Técnico de painel de controle";"6,0";"3783,921480209033";"15";"2943,193571305468";"18,24749670654378";"13";"6112,377333868649";"37,61120962589396";"-2,22184290371988e-01";"1,50000000000000000";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"391230";"Técnico operacional de serviços de correios";"99,0";"14247,345888075593";"52";"19765,578359514937";"120,82569359493537";"156";"13851,602690448519";"78,70228801391204";"3,87316523006426e-01";"-0,47474747474747470";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"395105";"Técnico de apoio em pesquisa e desenvolvimento (exceto agropecuário e florestal)";"495,0";"16675,477081884943";"408";"17580,687100083596";"109,26340216824980";"631";"12981,645940921004";"80,10218810168313";"5,42839052672148e-02";"-0,17575757575757578";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"395110";"Técnico de apoio em pesquisa e desenvolvimento agropecuário florestal";"9,5";"5387,020587308010";"240";"13413,217385892571";"84,98584770143458";"7";"1755,731570680126";"9,97574756068253";"1,48991388997000e+00";"24,26315789473684248";"OUTROS TÉCNICOS DE NÍVEL MÉDIO";"39"
"410105";"Supervisor administrativo";"6719,5";"5513,070083562214";"7153";"4817,611739593964";"29,10835160435464";"6078";"5965,528252005880";"36,26397906544977";"-1,26147198099627e-01";"0,06451372870005212";"ESCRITURÁRIOS";"41"
"410205";"Supervisor de almoxarifado";"259,5";"4014,931472980786";"246";"3821,060154279546";"22,08555095512624";"256";"5212,969806908998";"29,79894400640200";"-4,82875785068643e-02";"-0,05202312138728327";"ESCRITURÁRIOS";"41"
"410210";"Supervisor de câmbio";"8,0";"3644,128156459632";"1";"4959,191704414097";"30,99494815258811";"7";"3295,101040175598";"20,59438150109749";"3,60871926423160e-01";"-0,87500000000000000";"ESCRITURÁRIOS";"41"
"410215";"Supervisor de contas a pagar";"58,5";"5839,585226426147";"63";"5421,273587595548";"31,92485578306599";"53";"5867,604217435126";"33,78241819351440";"-7,16337929169342e-02";"0,07692307692307687";"ESCRITURÁRIOS";"41"
"410220";"Supervisor de controle patrimonial";"268,5";"2526,432481124277";"364";"1977,643185509786";"11,28983844170340";"188";"2830,843009878374";"16,39417401781326";"-2,17219062735560e-01";"0,35567970204841703";"ESCRITURÁRIOS";"41"
"410225";"Supervisor de crédito e cobrança";"218,5";"5148,065519004158";"142";"5716,968843600387";"37,63838354285043";"214";"3719,116341034858";"21,39757127316306";"1,10508174866096e-01";"-0,35011441647597252";"ESCRITURÁRIOS";"41"
"410230";"Supervisor de orçamento";"59,5";"6721,429250901342";"50";"6242,543598095518";"37,54913497039730";"60";"7083,116374383259";"41,48115786054781";"-7,12475925773682e-02";"-0,15966386554621848";"ESCRITURÁRIOS";"41"
"410235";"Supervisor de tesouraria";"204,0";"6753,358624313247";"205";"6209,219201544057";"36,12187584201712";"246";"6603,398539986848";"38,19261051116549";"-8,05731567120092e-02";"0,00490196078431371";"ESCRITURÁRIOS";"41"
"411005";"Auxiliar de escritório";"28337,5";"2795,101270216562";"25750";"2535,470820837956";"15,32567449381543";"31719";"2618,721334446610";"15,60815803014337";"-9,28876717795953e-02";"-0,09131010145566831";"ESCRITURÁRIOS";"41"
"411010";"Assistente administrativo";"30667,5";"4597,389458758127";"33037";"3653,980770422068";"22,21101556702335";"27456";"4590,200056855680";"27,65489311457716";"-2,05205301138638e-01";"0,07726420477704421";"ESCRITURÁRIOS";"41"
"411015";"Atendente de judiciário";"71,0";"2243,481091698134";"73";"2543,909722579540";"15,15890889928889";"58";"1979,603630122626";"11,83685431500987";"1,33911817662794e-01";"0,02816901408450700";"ESCRITURÁRIOS";"41"
"411020";"Auxiliar de judiciário";"61,0";"3295,037425601217";"39";"3302,680000112169";"19,14876779483251";"61";"3462,807505202447";"20,04695741369360";"2,31941963741344e-03";"-0,36065573770491799";"ESCRITURÁRIOS";"41"
"411025";"Auxiliar de cartório";"658,0";"3547,716479869925";"715";"2954,885089793367";"18,04352835316643";"684";"3768,232392427511";"21,78602360198324";"-1,67102245469822e-01";"0,08662613981762912";"ESCRITURÁRIOS";"41"
"411030";"Auxiliar de pessoal";"1048,5";"2540,868457887843";"1031";"2323,913751672013";"13,66380238866232";"1182";"2465,227747946506";"14,26225293967463";"-8,53860441072100e-02";"-0,01669051025274204";"ESCRITURÁRIOS";"41"
"411035";"Auxiliar de estatística";"41,0";"2236,092883287118";"18";"2293,574854927720";"15,15581592919283";"70";"3250,351737932844";"19,47551066308201";"2,57064328902574e-02";"-0,56097560975609762";"ESCRITURÁRIOS";"41"
"411040";"Auxiliar de seguros";"38,0";"2277,012440987034";"35";"2330,938028124054";"16,71507580202802";"74";"2140,288453376147";"12,60714119878236";"2,36826054027375e-02";"-0,07894736842105265";"ESCRITURÁRIOS";"41"
"411045";"Auxiliar de serviços de importação e exportação";"173,0";"1838,900658462710";"89";"1987,338636983013";"11,50327078746769";"199";"1641,303013746498";"9,44537798406548";"8,07210426714375e-02";"-0,48554913294797686";"ESCRITURÁRIOS";"41"
"411050";"Agente de microcrédito";"301,0";"2303,861431378499";"54";"3247,740176453871";"19,54645972085078";"35";"3722,833069818037";"23,31903976058574";"4,09694234305840e-01";"-0,82059800664451821";"ESCRITURÁRIOS";"41"
"412105";"Datilógrafo";"74,5";"2738,479146895190";"33";"2903,649392384784";"17,38845708373908";"139";"2578,542180032197";"15,14130526642125";"6,03145894599415e-02";"-0,55704697986577179";"ESCRITURÁRIOS";"41"
"412110";"Digitador";"955,0";"2415,517005260508";"416";"1814,004704334166";"12,06062918454921";"1805";"1976,388564104546";"14,09969536279877";"-2,49020106095867e-01";"-0,56439790575916238";"ESCRITURÁRIOS";"41"
"412115";"Operador de mensagens de telecomunicações (correios)";"25,5";"4137,418118811346";"20";"4139,280645996522";"26,54937972724798";"26";"4192,610274857888";"27,58324810345280";"4,50166536639873e-04";"-0,21568627450980393";"ESCRITURÁRIOS";"41"
"412120";"Supervisor de digitação e operação";"68,5";"6076,007946351947";"52";"4018,706212341416";"24,12103389128941";"114";"7398,006404554278";"48,70704819402406";"-3,38594312610427e-01";"-0,24087591240875916";"ESCRITURÁRIOS";"41"
"412205";"Contínuo";"5187,0";"1763,772022953251";"2709";"1672,359239070703";"9,77448978305650";"5494";"1635,035234288389";"9,54465711522493";"-5,18280042391688e-02";"-0,47773279352226716";"ESCRITURÁRIOS";"41"
"413105";"Analista de folha de pagamento";"193,0";"4159,234918129639";"371";"3690,044344802129";"21,51126156393090";"152";"4206,012576062513";"24,99724239100543";"-1,12806942277379e-01";"0,92227979274611394";"ESCRITURÁRIOS";"41"
"413110";"Auxiliar de contabilidade";"2420,5";"2868,029281460719";"2472";"2565,694611771829";"15,25895760445361";"2212";"2915,254663969063";"16,81650213275759";"-1,05415475233540e-01";"0,02127659574468077";"ESCRITURÁRIOS";"41"
"413115";"Auxiliar de faturamento";"1610,5";"2617,279726279477";"1640";"2386,111739168167";"13,93760429429083";"1334";"2665,617761246388";"15,32272945281158";"-8,83237602730073e-02";"0,01831729276622163";"ESCRITURÁRIOS";"41"
"413205";"Atendente de agência";"819,5";"2697,098526716217";"623";"3141,366713256208";"20,54115055531430";"748";"2397,157713478114";"16,42552559495623";"1,64720784998870e-01";"-0,23978035387431362";"ESCRITURÁRIOS";"41"
"413210";"Caixa de banco";"1616,0";"3213,725918310788";"598";"3074,246419951518";"21,19769446125760";"2197";"3038,588118172556";"22,61769551571967";"-4,34011804070037e-02";"-0,62995049504950495";"ESCRITURÁRIOS";"41"
"413215";"Compensador de banco";"7,0";"6143,992933432431";"4";"6991,201040994454";"50,58829839134216";"69";"4908,792358645377";"33,96040372299628";"1,37892103187807e-01";"-0,42857142857142860";"ESCRITURÁRIOS";"41"
"413220";"Conferente de serviços bancários";"101,0";"2178,728667295648";"8";"1896,568905113945";"10,77595968814741";"116";"2928,256895982817";"16,68804614899890";"-1,29506609252053e-01";"-0,92079207920792083";"ESCRITURÁRIOS";"41"
"413225";"Escriturário de banco";"24411,0";"15132,057984999254";"25937";"14884,303608667027";"112,05899579353024";"23539";"14625,352468762134";"105,16131943116396";"-1,63728143639041e-02";"0,06251280160583339";"ESCRITURÁRIOS";"41"
"413230";"Operador de cobrança bancária";"63,0";"2055,430224730208";"30";"2334,554034962257";"13,26451156228555";"147";"2423,588415428859";"14,67137803593326";"1,35798241591337e-01";"-0,52380952380952384";"ESCRITURÁRIOS";"41"
"414105";"Almoxarife";"5604,0";"2180,689115996842";"5042";"2070,878761439970";"12,00015842803331";"5817";"2238,877259419745";"12,81718655439900";"-5,03558043883184e-02";"-0,10028551034975020";"ESCRITURÁRIOS";"41"
"414110";"Armazenista";"1904,0";"1758,790864193463";"2916";"1643,735851916313";"9,40090257669745";"1733";"1674,005668214485";"9,57761796508024";"-6,54171082074113e-02";"0,53151260504201692";"ESCRITURÁRIOS";"41"
"414115";"Balanceiro";"174,5";"2350,834931394973";"178";"2330,622064747691";"14,42167727417266";"171";"2213,425428138684";"13,13902527831044";"-8,59816500824562e-03";"0,02005730659025784";"ESCRITURÁRIOS";"41"
"414205";"Apontador de mão-de-obra";"239,5";"4500,953235781895";"113";"2680,636933738524";"15,50007167199234";"462";"3919,222883590937";"23,34762176412263";"-4,04429063508621e-01";"-0,52818371607515657";"ESCRITURÁRIOS";"41"
"414210";"Apontador de produção";"388,5";"2952,934107281086";"386";"2932,985848948534";"17,27851356384362";"428";"3026,174098289016";"17,33799452714140";"-6,75540246000239e-03";"-0,00643500643500639";"ESCRITURÁRIOS";"41"
"414215";"Conferente de carga e descarga";"1634,0";"2197,773368142833";"1864";"2066,838242643394";"11,78667623244189";"1611";"2162,479287636755";"12,32122327672237";"-5,95762635935850e-02";"0,14075887392900865";"ESCRITURÁRIOS";"41"
"415105";"Arquivista de documentos";"303,5";"2354,166702781193";"320";"2463,707797614223";"15,28020880578198";"340";"2281,330111989591";"13,69391753001890";"4,65307298347306e-02";"0,05436573311367376";"ESCRITURÁRIOS";"41"
"415115";"Codificador de dados";"77,5";"10169,516958238422";"40";"5122,573238398262";"30,65030020259634";"98";"8966,470999918643";"73,18038482646840";"-4,96281557970321e-01";"-0,48387096774193550";"ESCRITURÁRIOS";"41"
"415120";"Fitotecário";"1,0";"2415,096819781836";"1";"3179,592219798773";"20,38200140896650";"1";"1801,331198926233";"10,23483635753542";"3,16548551492853e-01";"0,00000000000000000";"ESCRITURÁRIOS";"41"
"415125";"Kardexista";"2,0";"3127,013297969991";"1";"3473,184078339449";"19,73400044511050";"23";"3436,899730439281";"20,90677639330248";"1,10703328506530e-01";"-0,50000000000000000";"ESCRITURÁRIOS";"41"
"415130";"Operador de máquina copiadora (exceto operador de gráfica rápida)";"459,0";"1750,500208165279";"598";"1577,524181862185";"10,53880234298792";"401";"1868,671790298810";"10,72922104597323";"-9,88151989335624e-02";"0,30283224400871456";"ESCRITURÁRIOS";"41"
