"cboocupacao2002";"nome_cbo_ocupacao";"mediana_vinculos";"mediana_rendimentos";"vinculos_ultimo_ano";"media_rendimento_ultimo_ano";"media_salario_hora_ultimo_ano";"vinculos_primeiro_ano";"media_rendimento_primeiro_ano";"media_salario_hora_primeiro_ano";"variacao_rendimentos";"variacao_vinculos";"cbo";"codigo_cbo"
"314305";"Técnico em automobilística";"143,0";"4681,308001125679";"133";"4701,960209409737";"26,71568300800987";"148";"4769,227671117553";"27,11707061848993";"4,41163202230932e-03";"-0,06993006993006989";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314310";"Técnico mecânico (aeronaves)";"74,5";"8843,115727834600";"113";"8114,041481163131";"53,74273300805569";"6";"10105,823305153259";"66,11616842794868";"-8,24454037592920e-02";"0,51677852348993292";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314405";"Técnico de manutenção de sistemas e instrumentos";"176,0";"3393,261514698931";"142";"2953,241743922732";"16,89359333298403";"166";"2974,094997551220";"17,08074041936106";"-1,29674582660405e-01";"-0,19318181818181823";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314410";"Técnico em manutenção de máquinas";"251,0";"4363,148193423725";"301";"3960,107721661935";"23,30175644068910";"256";"5963,356349431121";"34,19909747196664";"-9,23737755158685e-02";"0,19920318725099606";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314605";"Inspetor de soldagem";"2,0";"3300,651671719277";NA;NA;NA;"2";"6719,441000695067";"38,17864204940379";NA;NA;"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314615";"Técnico em estruturas metálicas";"16,5";"3925,356979213559";"9";"3560,486961795590";"20,23003955565676";"25";"3691,182645277763";"21,24354333124140";"-9,29520599910049e-02";"-0,45454545454545459";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314620";"Técnico em soldagem";"2,0";"1928,624147345646";"4";"2074,226903267466";"12,43806278617539";"2";"2537,811432659059";"14,41938314010829";"7,54956615690063e-02";"1,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314705";"Técnico de acabamento em siderurgia";"9,5";"2431,931893475163";"1";"3992,897884076780";"22,68691979589079";"17";"2333,890565361618";"13,26074184864556";"6,41862543432925e-01";"-0,89473684210526316";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314710";"Técnico de aciaria em siderurgia";"4,0";"2369,524403884456";"5";"2303,732384624240";"13,08938854900136";"3";"3651,500303569906";"20,74716081573811";"-2,77659175623429e-02";"0,25000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314715";"Técnico de fundição em siderurgia";"1,0";"1579,038371512715";"1";"2113,387982584761";"12,00788626468614";"1";"3162,273145729178";"17,96746105527942";"3,38401916452569e-01";"0,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"314730";"Técnico de refratário em siderurgia";"1,0";"1599,959372145000";NA;NA;NA;"1";"1433,895912283988";"8,14713586524993";NA;NA;"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"316105";"Técnico em geofísica";"2,0";"4057,607966155464";NA;NA;NA;"1";"1608,275794187075";"9,13793064879020";NA;NA;"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"316110";"Técnico em geologia";"6,5";"12533,166008551796";"5";"12350,341382519800";"75,95525055087742";"9";"8142,191408644130";"46,26245118547801";"-1,45872659715229e-02";"-0,23076923076923073";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"316305";"Técnico de mineração";"15,5";"5448,315436126075";"8";"4938,959977083316";"28,56881702371827";"27";"5468,977467335742";"31,41760523093741";"-9,34886140522230e-02";"-0,48387096774193550";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"316310";"Técnico de mineração (óleo e petróleo)";"3,0";"14008,903664897709";NA;NA;NA;"3";"15131,956323425400";"85,97702456491704";NA;NA;"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"316315";"Técnico em processamento mineral (exceto petróleo)";"3,0";"4830,558218418850";"3";"3969,446322096698";"24,80903951310436";"2";"5542,285929920700";"34,63928706200437";"-1,78263434035169e-01";"0,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"316320";"Técnico em pesquisa mineral";"2,0";"3828,220110338906";"2";"7371,560684895125";"44,96753775015810";"2";"2211,258059769180";"12,56396624868852";"9,25584337480149e-01";"0,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"316325";"Técnico de produção em refino de petróleo";"1,0";"1472,232057827258";NA;NA;NA;"1";"1373,923079450818";"7,80638113324328";NA;NA;"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"316330";"Técnico em planejamento de lavra de minas";"1,0";"2660,964902432675";NA;NA;NA;"1";"3991,594440159588";"22,67951386454311";NA;NA;"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"317105";"Desenvolvedor web (técnico)";"109,5";"4960,255352108797";"71";"4559,148344360488";"27,66290272814778";"130";"4486,549184384142";"25,97389843812643";"-8,08641852637249e-02";"-0,35159817351598177";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"317110";"Desenvolvedor de sistemas de tecnologia da informação (técnico)";"1492,0";"7047,694030840598";"1991";"7635,978145815647";"46,32070408241917";"1252";"6665,954144477591";"39,74343177616852";"8,34718579439921e-02";"0,33445040214477206";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"317115";"Programador de máquinas - ferramenta com comando numérico";"9,5";"3909,557171193363";"7";"3648,571127888468";"21,42672215212765";"9";"3796,602442742443";"22,18960722963793";"-6,67559091418096e-02";"-0,26315789473684215";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"317120";"Desenvolvedor de multimídia";"19,5";"4444,341597415084";"24";"3635,654301813956";"22,87373716174640";"16";"5133,503572272873";"30,37139646341926";"-1,81958852143921e-01";"0,23076923076923084";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"317205";"Operador de computador";"708,5";"4155,819159425040";"672";"4188,374777773793";"25,77542371032084";"993";"3931,503151767538";"23,75105273002726";"7,83374278327753e-03";"-0,05151729004940009";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"317210";"Técnico de suporte ao usuário de tecnologia da informação";"1632,5";"3218,895255591748";"1943";"3031,027570782558";"18,60729183836451";"1083";"4365,895239697701";"26,76997704330106";"-5,83640255093213e-02";"0,19019908116385920";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318005";"Desenhista técnico";"82,0";"8601,740226206819";"72";"5893,015666607869";"35,05361542546435";"118";"8598,252106672770";"52,68295821131755";"-3,14904250577844e-01";"-0,12195121951219512";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318010";"Desenhista copista";"40,5";"2433,397108772787";"42";"1903,798264475681";"10,81703559361183";"60";"2291,747140047892";"13,25274078773488";"-2,17637656586267e-01";"0,03703703703703698";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318015";"Desenhista detalhista";"31,0";"6160,960176918986";"26";"5895,789578650738";"34,58511124849835";"66";"6230,052299870277";"36,22726669437337";"-4,30404662022756e-02";"-0,16129032258064513";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318105";"Desenhista técnico (arquitetura)";"73,5";"3338,918628666755";"67";"3014,501605513222";"17,85197021932285";"83";"2909,891358136100";"17,44055854213839";"-9,71623028989701e-02";"-0,08843537414965985";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318110";"Desenhista técnico (cartografia)";"6,5";"3159,460062901062";"114";"1572,204101485931";"8,96848896100064";"3";"2633,329491378248";"14,96209938283096";"-5,02382030414934e-01";"16,53846153846154010";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318115";"Desenhista técnico (construção civil)";"20,0";"3881,213713710485";"18";"3960,853638790838";"24,13700970830716";"30";"3599,209416568132";"20,52608622623000";"2,05193351757529e-02";"-0,09999999999999998";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318205";"Desenhista técnico mecânico";"6,0";"4996,809659347650";"6";"4442,663831060512";"25,24240813102564";"7";"5615,447593524109";"31,90595223593244";"-1,10899927366752e-01";"0,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318305";"Desenhista técnico (eletricidade e eletrônica)";"11,5";"3182,183965427993";"15";"3155,367862279726";"18,28723627245292";"7";"3301,544627162333";"18,75877629069507";"-8,42694936546828e-03";"0,30434782608695654";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318310";"Desenhista técnico (calefação, ventilação e refrigeração)";"4,5";"2354,989085640501";"1";"2098,065919711022";"11,92082908926717";"5";"2649,812645144902";"15,05575366559604";"-1,09097391362051e-01";"-0,77777777777777779";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318405";"Desenhista técnico (artes gráficas)";"101,0";"3375,744668225876";"92";"2622,541050743466";"15,66745954154399";"111";"4550,680050624595";"25,99743696135545";"-2,23122211988342e-01";"-0,08910891089108908";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318410";"Desenhista técnico (ilustrações artísticas)";"3,5";"1849,853712433450";"1";"1363,135248767171";"7,74508664072256";"3";"3212,397625926830";"18,25225923822062";"-2,63111866843789e-01";"-0,71428571428571430";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318415";"Desenhista técnico (ilustrações técnicas)";"4,0";"2869,338983544805";"1";"1777,295891714307";"10,09827211201311";"6";"2868,642809930448";"16,29910687460482";"-3,80590476793850e-01";"-0,75000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318420";"Desenhista técnico (indústria têxtil)";"2,0";"1797,676905852812";NA;NA;NA;"5";"1775,292777652287";"10,08689078211527";NA;NA;"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318425";"Desenhista técnico (mobiliário)";"6,0";"4082,525579591886";"8";"1936,980845943433";"11,00557298831496";"10";"5026,671879511835";"28,56063567904452";"-5,25543488171588e-01";"0,33333333333333326";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318505";"Desenhista projetista de arquitetura";"116,5";"6017,918539918244";"144";"5410,977918222432";"31,62251168439990";"84";"5552,029815345863";"32,53629944741133";"-1,00855572847960e-01";"0,23605150214592285";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318510";"Desenhista projetista de construção civil";"126,0";"5830,636541370761";"124";"3424,195063165075";"20,25251035812519";"161";"6780,275640980592";"40,54278401026804";"-4,12723629938343e-01";"-0,01587301587301593";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318610";"Desenhista projetista mecânico";"12,5";"5844,592787163080";"18";"5938,671891658309";"35,20847274815976";"13";"5849,394231803176";"33,45285087475443";"1,60967766140803e-02";"0,43999999999999995";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318705";"Desenhista projetista de eletricidade";"15,5";"3441,863065932953";"38";"3876,390697680008";"22,22148353837182";"13";"3176,170280352613";"18,04642204745803";"1,26247797609366e-01";"1,45161290322580649";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318710";"Desenhista projetista eletrônico";"4,0";"4994,909776059318";"4";"2542,083451382124";"15,57614974710028";"5";"3539,816407659900";"22,05845189700122";"-4,91065191294071e-01";"0,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318805";"Projetista de móveis";"96,5";"3029,739375857279";"99";"2700,814846020875";"15,46416872206179";"156";"2925,247094316422";"16,68475805246874";"-1,08565288637519e-01";"0,02590673575129543";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318810";"Modelista de roupas";"18,5";"3032,160856643399";"11";"2528,574579334352";"15,54585712493255";"58";"3420,835225228454";"19,43656377970712";"-1,66081649727026e-01";"-0,40540540540540537";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"318815";"Modelista de calçados";"1,0";"3318,653431586814";"1";"1275,471915249555";"7,24699951846338";"1";"2109,312898041223";"11,98473237523422";"-6,15665829064987e-01";"0,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"319110";"Técnico em confecções do vestuário";"1,0";"1757,223290430715";NA;NA;NA;"1";"1697,828301280530";"9,64675171182120";NA;NA;"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"319205";"Técnico do mobiliário";"4,0";"2996,382666844237";"11";"2947,223289851776";"16,74558687415782";"2";"2166,152950862040";"12,30768722080704";"-1,64062412776653e-02";"1,75000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"31"
"321105";"Técnico agrícola";"197,5";"12390,606552438756";"68";"3979,313305837840";"22,96195045364264";"201";"13027,562305916479";"81,31300806224115";"-6,78844349629145e-01";"-0,65569620253164551";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"321110";"Técnico agropecuário";"20,5";"3791,629409795204";"18";"6306,755393115141";"38,20871617936637";"14";"3789,432461793360";"22,42528596801075";"6,63336447602822e-01";"-0,12195121951219512";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"321205";"Técnico em madeira";"3,0";"3415,187552107588";"1";"2553,712368756296";"14,50972936793350";"5";"6566,871152458093";"37,31176791169371";"-2,52248279254724e-01";"-0,66666666666666674";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"321210";"Técnico florestal";"21,5";"5861,321013320987";"15";"5282,020876768511";"30,20982491732074";"14";"6368,312489255245";"36,39448651863670";"-9,88343984634017e-02";"-0,30232558139534882";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"321310";"Técnico em carcinicultura";"2,5";"2931,240321594836";NA;NA;NA;"3";"2691,421502325550";"15,29216762684971";NA;NA;"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322105";"Técnico em acupuntura";"6,5";"2840,307723516531";"5";"3205,231842803491";"22,21813111559170";"23";"2285,936822701176";"17,69527178796783";"1,28480486908354e-01";"-0,23076923076923073";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322110";"Podólogo";"65,5";"2141,622327228040";"67";"2326,289110795139";"15,00997412614091";"71";"2317,297702322559";"15,82453663810283";"8,62275207067522e-02";"0,02290076335877855";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322115";"Técnico em quiropraxia";"1,0";"1525,106009898965";"1";"1172,930330334543";"6,66437687690081";"1";"1557,735917744691";"8,85077225991302";"-2,30918819595861e-01";"0,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322120";"Massoterapeuta";"143,0";"1667,020329068992";"81";"1569,156788952674";"10,84537031479266";"120";"1678,141836680803";"10,20839487280820";"-5,87056668774845e-02";"-0,43356643356643354";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322125";"Terapeuta holístico";"2,0";"3613,842256635068";"2";"3713,566110948595";"38,76535942544290";"2";"3359,664248772726";"19,08900141348140";"2,75949660310801e-02";"0,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322130";"Esteticista";"262,0";"1996,761513957131";"365";"1871,977613018965";"11,41339334198414";"196";"1858,524921381436";"10,69441575104779";"-6,24931420532402e-02";"0,39312977099236646";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322205";"Técnico de enfermagem";"12371,0";"3859,559091908593";"24341";"4043,111883129279";"27,38075652736032";"4883";"2393,901190699366";"14,51184933497988";"4,75579688896322e-02";"0,96758548217605700";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322210";"Técnico de enfermagem de terapia intensiva";"45,0";"2363,763219786363";"14";"3374,624720208763";"20,63082791912140";"84";"2197,177651840731";"12,55130849963616";"4,27649221360573e-01";"-0,68888888888888888";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322215";"Técnico de enfermagem do trabalho";"83,0";"3189,503909787749";"158";"2660,174555896470";"16,68311096721944";"79";"3736,987872129954";"22,21626838612273";"-1,65959775834388e-01";"0,90361445783132521";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322220";"Técnico de enfermagem psiquiátrica";"7,5";"2159,166843847562";"10";"2542,870688405636";"15,89808838258827";"7";"1562,270660083014";"9,44672425874716";"1,77709214853599e-01";"0,33333333333333326";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322225";"Instrumentador cirúrgico";"132,0";"3466,371077525177";"164";"3339,499595226554";"19,73673972789378";"81";"3297,096364656558";"19,03711160608423";"-3,66006637665586e-02";"0,24242424242424243";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322230";"Auxiliar de enfermagem";"483,5";"3391,639944444898";"268";"3358,672831666951";"20,23323308911622";"1067";"2826,271763038831";"17,62613076473792";"-9,72010983416516e-03";"-0,44570837642192351";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322235";"Auxiliar de enfermagem do trabalho";"43,0";"3908,015250020102";"30";"5285,043726046268";"32,18828813472564";"53";"3519,680140010395";"20,12546920370982";"3,52360056941713e-01";"-0,30232558139534882";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322240";"Auxiliar de saúde (navegação marítima)";"24,5";"1758,929380525972";"9";"1979,410925533235";"12,79049202436129";"26";"1508,503474354637";"8,97373318952607";"1,25349856252519e-01";"-0,63265306122448983";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322245";"Técnico de enfermagem da estratégia de saúde da família";"2,0";"1472,821505396583";"1";"2534,681309973121";"15,84175818733200";"2";"1317,186875691183";"7,48401633915445";"7,20969785330920e-01";"-0,50000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322250";"Auxiliar de enfermagem da estratégia de saúde da família";"1,0";"2410,500284996343";"2";"1898,503975985499";"10,78695440900852";"1";"2425,014044037480";"13,77848888657659";"-2,12402509220869e-01";"1,00000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322305";"Técnico em óptica e optometria";"37,5";"2871,374159438604";"33";"2627,065824159711";"16,41955056567577";"31";"2508,190442105615";"15,52902888519610";"-8,50841171206540e-02";"-0,12000000000000000";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322405";"Técnico em saúde bucal";"413,0";"2141,943732645776";"527";"1868,181680729619";"10,91991107883081";"207";"2256,581151367548";"13,00861509546033";"-1,27810104319594e-01";"0,27602905569007263";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322410";"Protético dentário";"51,5";"2479,558106718165";"57";"2312,871971955312";"13,38056931620440";"50";"2172,924601978244";"12,37580827126652";"-6,72241292959538e-02";"0,10679611650485432";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322415";"Auxiliar em saúde bucal";"1522,5";"1744,340342444947";"1616";"1665,236737255941";"9,99439394032111";"1488";"1658,018017250132";"9,57928903211143";"-4,53487219576261e-02";"0,06141215106732356";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322420";"Auxiliar de prótese dentária";"232,5";"1719,015358607823";"198";"1672,495596708715";"9,74275763700878";"221";"1664,493535816218";"9,45734963531942";"-2,70618651928644e-02";"-0,14838709677419359";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322425";"Técnico em saúde bucal da estratégia de saúde da família";"8,5";"1614,486336096176";"11";"1327,563086496665";"7,54297208236741";"2";"2009,513950244379";"11,41769289911579";"-1,77717979511236e-01";"0,29411764705882359";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322430";"Auxiliar em saúde bucal da estratégia de saúde da família";"7,5";"1664,864054682738";"8";"1884,208227150802";"10,70572856335683";"3";"1291,882321116264";"7,34024046088786";"1,31748998875385e-01";"0,06666666666666665";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322505";"Técnico de ortopedia";"55,0";"6055,696647930386";"60";"5796,800273797838";"33,71791354613858";"103";"4850,352406340467";"28,39775162741205";"-4,27525335538447e-02";"0,09090909090909083";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"322605";"Técnico de imobilização ortopédica";"74,5";"2426,751766174010";"96";"2216,170625816537";"13,70061085818216";"59";"2495,755203110321";"14,65687523776107";"-8,67748993913262e-02";"0,28859060402684555";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"323105";"Técnico em pecuária";"10,0";"5695,029354337517";"11";"6874,790587601454";"40,44232787730679";"3";"1545,845200239240";"8,78321136499568";"2,07156304183997e-01";"0,10000000000000009";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"324105";"Técnico em métodos eletrográficos em encefalografia";"52,5";"4544,101831179961";"56";"3209,436277238559";"20,24121343512232";"36";"5012,153780758455";"28,93661921636545";"-2,93713830263093e-01";"0,06666666666666665";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
"324110";"Técnico em métodos gráficos em cardiologia";"20,0";"2556,988108050339";"18";"2294,791227122142";"14,15768289965298";"18";"2443,616487904572";"14,12867387967713";"-1,02541298531153e-01";"-0,09999999999999998";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"32"
