"tipo_emprego";"ano";"tipo";"filtro";"salario_hora";"salario_mes";"geral"
"Geral";"2016";"Até fundamental completo";"Não Técnico";"16,26237750365027";"2718,698307160466";"Subgrupo"
"Geral";"2016";"Médio completo";"Não Técnico";"18,94304250655742";"3095,262734148953";"Subgrupo"
"Geral";"2016";"Superior completo";"Não Técnico";"100,17047978520276";"15048,905978112034";"Subgrupo"
"Geral";"2017";"Até fundamental completo";"Não Técnico";"15,99471914424204";"2672,248969921164";"Subgrupo"
"Geral";"2017";"Médio completo";"Não Técnico";"17,97456444773138";"2942,511389743004";"Subgrupo"
"Geral";"2017";"Superior completo";"Não Técnico";"96,70199032777370";"14453,232941926290";"Subgrupo"
"Geral";"2018";"Até fundamental completo";"Não Técnico";"15,09393452096593";"2524,046843467138";"Subgrupo"
"Geral";"2018";"Médio completo";"Não Técnico";"16,87813540300226";"2769,360286020835";"Subgrupo"
"Geral";"2018";"Superior completo";"Não Técnico";"88,39850685103870";"13219,487928696857";"Subgrupo"
"Geral";"2019";"Até fundamental completo";"Não Técnico";"14,95799848638025";"2483,947994710814";"Subgrupo"
"Geral";"2019";"Médio completo";"Não Técnico";"17,68881245713203";"2870,406093647382";"Subgrupo"
"Geral";"2019";"Superior completo";"Não Técnico";"96,19506332329098";"14418,922412376034";"Subgrupo"
"Geral";"2020";"Até fundamental completo";"Não Técnico";"14,87101168306323";"2459,189551163983";"Subgrupo"
"Geral";"2020";"Médio completo";"Não Técnico";"16,41875053308186";"2670,282843925318";"Subgrupo"
"Geral";"2020";"Superior completo";"Não Técnico";"88,30836775572774";"13027,857008369028";"Subgrupo"
"Geral";"2021";"Até fundamental completo";"Não Técnico";"14,56675320308249";"2421,358329905863";"Subgrupo"
"Geral";"2021";"Médio completo";"Não Técnico";"15,75744083513495";"2584,590512625588";"Subgrupo"
"Geral";"2021";"Superior completo";"Não Técnico";"91,61815259827931";"13390,525385087247";"Subgrupo"
"Geral";"2012";"Média dos trabalhadores não técnicos";"Não Técnico";"40,67163626123971";"6348,506306604866";"Geral"
"Geral";"2013";"Média dos trabalhadores não técnicos";"Não Técnico";"42,89329056445352";"6656,788009940068";"Geral"
"Geral";"2014";"Média dos trabalhadores não técnicos";"Não Técnico";"42,66334551831770";"6598,405239189089";"Geral"
"Geral";"2015";"Média dos trabalhadores não técnicos";"Não Técnico";"44,71071692177033";"6916,842410827083";"Geral"
"Geral";"2016";"Média dos trabalhadores não técnicos";"Não Técnico";"43,59184125126968";"6727,195933322023";"Geral"
"Geral";"2017";"Média dos trabalhadores não técnicos";"Não Técnico";"42,12436961749270";"6478,079808823161";"Geral"
"Geral";"2018";"Média dos trabalhadores não técnicos";"Não Técnico";"39,64142985754081";"6098,905283361784";"Geral"
"Geral";"2019";"Média dos trabalhadores não técnicos";"Não Técnico";"43,04820231516622";"6604,073978176873";"Geral"
"Geral";"2020";"Média dos trabalhadores não técnicos";"Não Técnico";"41,82929220337420";"6333,747727139862";"Geral"
"Geral";"2021";"Média dos trabalhadores não técnicos";"Não Técnico";"42,44487593914637";"6387,321010914818";"Geral"
