"cbo_familia";"vinculos_2012";"media_rendimento_2012";"vinculos_2020";"media_rendimento_2020";"vinculos_2021";"media_rendimento_2021";"mediana_vinculos2012_2020";"mediana_rendimento2012_2020";"mediana_vinculos2012_2021";"mediana_rendimento2012_2021";"tipo_cbo";"variacao_rendimento2012_2020";"variacao_vinculos2012_2020";"variacao_rendimento2012_2021";"variacao_vinculos2012_2021";"cbo_grande_grupo";"cbo_subgrupo_principal";"cbo_subgrupo";"nome_cbo_grandegrupo";"nome_cbo_subgrupo_principal";"nome_cbo_subgrupo";"nome_cbo_familia"
"3172";"2204";"4607,35769973299";"2383";"4413,937426751053";"2817";"4453,210128669326";"2483,0";"4256,04012580454";"2512,5";"4283,26869025816";"geral";"0,0305067802050529302";"-0,051542288557213878";"0,0396756427626585584";"0,121194029850746343";"3";"31";"317";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM INFORMÁTICA";"Técnicos de suporte e monitoração ao usuário de tecnologia da informação."
"3180";"363";"7426,22220060897";"164";"5593,571409487612";"188";"6278,755745520376";"240,0";"7878,23178312482";"237,5";"7652,22699186689";"geral";"-0,2690269884266772715";"-0,309473684210526345";"-0,1794864746963596991";"-0,208421052631578951";"3";"31";"318";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos, em geral"
"3181";"129";"3661,19107514054";"173";"2883,285024189066";"213";"2760,666679338639";"129,0";"3859,15817297432";"130,5";"3760,17462405743";"geral";"-0,2332044884985030597";"0,325670498084291271";"-0,2658142359463795401";"0,632183908045977017";"3";"31";"318";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos da construção civil e arquitetura"
"3182";"7";"5559,77459556150";"6";"5909,554128574350";"7";"5100,369803863954";"6,0";"5226,35733009619";"6,5";"5163,36356698007";"geral";"0,1445163703687648571";"-0,076923076923076872";"-0,0122001409156939911";"0,076923076923076872";"3";"31";"318";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos da mecânica"
"3183";"12";"2999,94953474364";"20";"2900,253882426595";"16";"3210,673120969886";"14,0";"2999,94953474364";"15,0";"3011,38951652506";"geral";"-0,0369051009471212943";"0,333333333333333259";"0,0661766282147353557";"0,066666666666666652";"3";"31";"318";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos em eletricidade, eletrônica, eletromecânica, calefação, ventilação e refrigeração"
"3184";"136";"4344,57730619226";"70";"2695,127149584971";"103";"2683,170817096742";"127,0";"3621,05243994714";"116,0";"3298,22204537824";"geral";"-0,1828545463269760640";"-0,396551724137931050";"-0,1864796304855708131";"-0,112068965517241326";"3";"31";"318";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos de produtos e serviços diversos"
"3185";"262";"6364,44660738072";"280";"4372,075700328100";"275";"4708,883607590398";"244,0";"6335,41069796625";"244,5";"6331,90632921234";"geral";"-0,3095166805994168380";"0,145194274028629833";"-0,2563244996430387168";"0,124744376278118629";"3";"31";"318";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas projetistas de construção civil e arquitetura"
"3186";"18";"5500,85237229579";"20";"5590,306585715737";"24";"6290,712720610749";"20,0";"5590,30658571574";"20,5";"5664,71536638212";"geral";"-0,0131354844601671017";"-0,024390243902439046";"0,1105081745048799302";"0,170731707317073100";"3";"31";"318";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas projetistas da mecânica"
"3187";"18";"3244,69225377889";"33";"3957,595311932104";"42";"3896,634750503034";"19,0";"3905,80763369794";"19,5";"3901,22119210049";"geral";"0,0144503777293554236";"0,692307692307692291";"-0,0011756425415556659";"1,153846153846153744";"3";"31";"318";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas projetistas da eletrônica"
"3188";"215";"3024,85609124684";"98";"2468,195537034402";"111";"2775,852327473443";"108,0";"3024,85609124684";"109,5";"3000,27711949509";"geral";"-0,1773441456468632937";"-0,105022831050228360";"-0,0748013543693641925";"0,013698630136986356";"3";"31";"318";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas projetistas e modelistas de produtos e serviços diversos"
"3191";"1";"1680,99559293738";"1";"1318,118247443370";NA;NA;"1,0";"1800,65989988168";"1,0";"1800,65989988168";"geral";"-0,2679804512057039068";"0,000000000000000000";NA;NA;"3";"31";"319";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"OUTROS TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"Técnicos do vestuário"
"3192";"2";"2144,67715097048";"7";"2825,309245443876";"11";"3063,027862968195";"4,0";"2975,21563984305";"4,0";"3000,54398788048";"geral";"-0,0584009910017626588";"0,750000000000000000";"0,0208241823283037419";"1,750000000000000000";"3";"31";"319";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"OUTROS TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"Técnicos do mobiliário e afins"
"3211";"341";"11520,78902487326";"160";"7356,293639655827";"165";"6909,667528399073";"341,0";"11327,79316983758";"334,0";"10956,49668485235";"geral";"-0,3285907118626616441";"-0,520958083832335328";"-0,3693542993581268030";"-0,505988023952095745";"3";"32";"321";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA PRODUÇÃO AGROPECUÁRIA";"Técnicos agrícolas"
"3212";"19";"6356,90963143577";"64";"6573,916566669084";"64";"6861,766948909525";"69,0";"6356,90963143577";"68,0";"6400,00539486108";"geral";"0,0271735976890961073";"-0,058823529411764719";"0,0721501820012862005";"-0,058823529411764719";"3";"32";"321";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA PRODUÇÃO AGROPECUÁRIA";"Técnicos florestais"
"3213";"3";"2664,73805433322";"2";"2664,061413561765";"1";"3493,475004577720";"2,0";"2591,24552843252";"2,0";"2627,65347099714";"geral";"0,0138556864390519952";"0,000000000000000000";"0,3295036971720688435";"-0,500000000000000000";"3";"32";"321";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA PRODUÇÃO AGROPECUÁRIA";"Técnicos em aqüicultura"
"3221";"432";"1867,21895698844";"441";"1942,945371698123";"523";"1986,727707831048";"483,0";"1965,51948688886";"487,0";"1976,12359735996";"geral";"-0,0167895498571833945";"-0,094455852156057452";"0,0053661170208481046";"0,073921971252566721";"3";"32";"322";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA";"Tecnólogos e técnicos em terapias complementares e estéticas"
"3222";"17358";"6115,41291591811";"23369";"4456,553133859928";"36384";"4990,360542334820";"23369,0";"5740,77561844637";"24150,0";"5398,23838491876";"geral";"-0,1744430652950870186";"-0,032339544513457552";"-0,0755575825853556093";"0,506583850931677127";"3";"32";"322";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA";"Técnicos e auxiliares de enfermagem"
"3223";"32";"2572,40563047591";"28";"3270,151078257310";"34";"2939,494302806919";"39,0";"3024,22118412664";"38,5";"2998,32344045634";"geral";"0,0906598781616445581";"-0,272727272727272707";"-0,0196206776279159723";"-0,116883116883116922";"3";"32";"322";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA";"Técnicos em óptica e optometria"
"3224";"1991";"1791,43286670579";"2022";"1906,659870475742";"2452";"1946,074514994467";"2212,0";"1958,26931315314";"2215,5";"1952,17191407380";"geral";"-0,0233135428647186504";"-0,087339201083276863";"-0,0031233924816641556";"0,106747912435116277";"3";"32";"322";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA";"Técnicos de odontologia"
"3225";"108";"4721,85474354731";"75";"5100,271958312775";"61";"6098,762609654712";"67,0";"5379,42196633830";"64,0";"5389,91035333827";"geral";"-0,0537371451542062450";"0,171875000000000000";"0,1315146653371346286";"-0,046875000000000000";"3";"32";"322";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA";"Técnicos em próteses ortopédicas"
"3226";"60";"2447,00096554828";"91";"2371,540857580980";"96";"2303,250113196922";"78,0";"2371,54085758098";"79,5";"2362,88964459129";"geral";"0,0036612852443163035";"0,144654088050314433";"-0,0252400832729889890";"0,207547169811320709";"3";"32";"322";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA CIÊNCIA DA SAÚDE HUMANA";"Técnicos de imobilizações ortopédicas"
"3231";"3";"1530,51929161841";"11";"5617,053094992659";"11";"7144,920167536331";"6,5";"5597,61587209270";"10,0";"5617,05309499266";"geral";"0,0000000000000000000";"0,100000000000000089";"0,2720050971043330712";"0,100000000000000089";"3";"32";"323";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DA CIÊNCIA DA SAÚDE ANIMAL";"Técnicos em pecuária"
"3241";"937";"5762,49206011553";"1278";"5004,547183901772";"2089";"4850,224448607926";"1337,0";"5280,86289281927";"1433,0";"5182,10064824908";"geral";"-0,0342628359422738615";"-0,108164689462665775";"-0,0640427931003788586";"0,457780879274249930";"3";"32";"324";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS EM OPERAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO";"Tecnólogos e técnicos em métodos de diagnósticos e terapêutica"
"3242";"1046";"4799,18288182161";"1676";"3623,942373079024";"3256";"4722,330052218572";"1676,0";"4799,18288182161";"1753,5";"4760,75646702009";"geral";"-0,2387885416564133889";"-0,044197319646421485";"-0,0080714934838014285";"0,856857713145138256";"3";"32";"324";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS EM OPERAÇÃO DE EQUIPAMENTOS E INSTRUMENTOS DE DIAGNÓSTICO";"Técnicos de laboratórios de saúde e bancos de sangue"
"3250";"192";"1484,38333646228";"256";"1773,688249021361";"386";"1748,221343616616";"232,0";"1664,87819957343";"233,5";"1704,26624089176";"geral";"0,0407342505906123087";"0,096359743040685286";"0,0257912183379642723";"0,653104925053533236";"3";"32";"325";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA";"Enólogos, perfumistas e aromistas"
"3251";"179";"2896,45514362780";"293";"3238,506760579416";"324";"3448,350560094760";"255,0";"3431,92074164862";"261,5";"3440,13565087169";"geral";"-0,0586107382832951052";"0,120458891013384362";"0,0023879608413082121";"0,239005736137667402";"3";"32";"325";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA";"Técnico em farmácia e em manipulação farmacêutica"
"3252";"157";"2022,59496061382";"443";"2304,650364039706";"515";"2437,488862355718";"205,0";"2525,32008865506";"205,0";"2481,40447550539";"geral";"-0,0712314792733178548";"1,160975609756097704";"-0,0176978858477816470";"1,512195121951219523";"3";"32";"325";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA";"Técnicos em produção, conservação  e de qualidade de alimentos"
"3253";"3";"5953,55033514031";"2";"1742,021898446655";"6";"3924,200194112743";"6,5";"5295,75706506145";"6,0";"5100,58596380389";"geral";"-0,6584663192015889344";"-0,666666666666666741";"-0,2306373773600378652";"0,000000000000000000";"3";"32";"325";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS DE BIOQUÍMICA E DA BIOTECNOLOGIA";"Técnicos de apoio à biotecnologia"
"3281";"26";"6745,10056912743";"65";"7318,758872761210";"69";"7051,677494219801";"67,0";"7835,49651801407";"67,0";"7817,52500245012";"geral";"-0,0638010277591166686";"-0,029850746268656692";"-0,0979654696326894836";"0,029850746268656803";"3";"32";"328";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS BIOLÓGICAS, BIOQUÍMICAS, DA SAÚDE E AFINS";"TÉCNICOS EM NECRÓPSIA E TAXIDERMISTAS";"Técnicos em necrópsia e taxidermistas"
"3311";"2136";"2502,72691782582";"1618";"2021,777285760020";"2319";"2184,098947300843";"2529,0";"2544,83552363865";"2500,5";"2523,78122073224";"geral";"-0,1989094501727719511";"-0,352929414117176599";"-0,1345925988516705196";"-0,072585482903419263";"3";"33";"331";"TÉCNICOS DE NIVEL MÉDIO";"PROFESSORES LEIGOS E DE NÍVEL MÉDIO";"PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL, NO ENSINO FUNDAMENTAL E NO PROFISSIONALIZANTE";"Professores de nível médio na educação infantil"
"3312";"749";"6001,97880347244";"11538";"5453,279378538804";"838";"4753,598818171253";"1105,0";"6001,97880347244";"1059,5";"5835,23388501953";"geral";"-0,0654565890600028455";"9,890042472864559286";"-0,1853627614867502382";"-0,209060877772534237";"3";"33";"331";"TÉCNICOS DE NIVEL MÉDIO";"PROFESSORES LEIGOS E DE NÍVEL MÉDIO";"PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL, NO ENSINO FUNDAMENTAL E NO PROFISSIONALIZANTE";"Professores de nível médio no ensino fundamental"
"3313";"125";"3761,13104030084";"70";"8469,282262130591";"95";"6810,620469474063";"108,0";"5017,78458133133";"101,5";"5781,88706408167";"geral";"0,4647955188788805980";"-0,310344827586206851";"0,1779234692740907509";"-0,064039408866995107";"3";"33";"331";"TÉCNICOS DE NIVEL MÉDIO";"PROFESSORES LEIGOS E DE NÍVEL MÉDIO";"PROFESSORES DE NÍVEL MÉDIO NA EDUCAÇÃO INFANTIL, NO ENSINO FUNDAMENTAL E NO PROFISSIONALIZANTE";"Professores de nível médio no ensino profissionalizante"
"3321";"108";"3170,25523819361";"71";"4396,068414439412";"65";"2168,133444740363";"102,0";"3105,64752094858";"94,0";"3069,84700860193";"geral";"0,4320154724718567874";"-0,244680851063829752";"-0,2937324112031975964";"-0,308510638297872286";"3";"33";"332";"TÉCNICOS DE NIVEL MÉDIO";"PROFESSORES LEIGOS E DE NÍVEL MÉDIO";"PROFESSORES LEIGOS NO ENSINO FUNDAMENTAL E NO  PROFISSIONALIZANTE";"Professores leigos no ensino fundamental"
"3322";"109";"3349,16815098136";"85";"5809,863217946163";"92";"5104,824751616326";"106,0";"5809,86321794616";"99,5";"5793,03874163852";"geral";"0,0029042575163034101";"-0,145728643216080367";"-0,1188001704658961932";"-0,075376884422110546";"3";"33";"332";"TÉCNICOS DE NIVEL MÉDIO";"PROFESSORES LEIGOS E DE NÍVEL MÉDIO";"PROFESSORES LEIGOS NO ENSINO FUNDAMENTAL E NO  PROFISSIONALIZANTE";"Professores práticos no ensino profissionalizante"
"3331";"2362";"3465,50234869289";"1590";"3592,594165560633";"1821";"3451,952391544770";"2219,0";"3825,06366629617";"2135,0";"3708,82891592840";"geral";"-0,0313400140590393006";"-0,255269320843091285";"-0,0692608179580395111";"-0,147072599531615889";"3";"33";"333";"TÉCNICOS DE NIVEL MÉDIO";"PROFESSORES LEIGOS E DE NÍVEL MÉDIO";"INSTRUTORES E PROFESSORES DE ESCOLAS LIVRES";"Instrutores e professores de cursos livres"
"3341";"933";"2739,30516924765";"1261";"2148,677062727922";"1563";"2126,404264955323";"1298,0";"2474,42409499093";"1344,0";"2421,00820572752";"geral";"-0,1124866666520706326";"-0,061755952380952328";"-0,1216864693292804001";"0,162946428571428603";"3";"33";"334";"TÉCNICOS DE NIVEL MÉDIO";"PROFESSORES LEIGOS E DE NÍVEL MÉDIO";"INSPETORES DE ALUNOS E AFINS";"Inspetores de alunos e afins"
"3411";"26";"3767,86974431226";"6";"3544,161340231082";"5";"4253,863299172124";"12,0";"3705,22927860354";"11,0";"3736,54951145790";"geral";"-0,0514881900097591272";"-0,454545454545454586";"0,1384469243958670326";"-0,545454545454545414";"3";"34";"341";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES";"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL";"Pilotos de aviação comercial, mecânicos de vôo e afins"
"3412";"27";"6398,48574498412";"152";"3149,680386593153";"155";"3179,235045806694";"25,0";"5019,28629169350";"26,0";"4872,33241339026";"geral";"-0,3535579842752260005";"4,846153846153845812";"-0,3474921708811483656";"4,961538461538461675";"3";"34";"341";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES";"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL";"Técnicos marítimos, fluviários e pescadores de convés"
"3413";"109";"2275,39544820436";"17";"2903,812067879539";"26";"2596,654517919413";"21,0";"2903,81206787954";"23,5";"2836,57885963002";"geral";"0,0237022172048082513";"-0,276595744680851019";"-0,0845822921143469797";"0,106382978723404298";"3";"34";"341";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES";"TÉCNICOS EM NAVEGAÇÃO AÉREA, MARÍTIMA E FLUVIAL";"Técnicos marítimos e fluviários de máquinas"
"3421";"346";"4081,84890158841";"547";"3565,151642516014";"600";"3655,551246930268";"490,0";"4081,84890158841";"492,0";"4049,27376018498";"geral";"-0,1195577642660672346";"0,111788617886178887";"-0,0972328710214760417";"0,219512195121951192";"3";"34";"342";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES";"TÉCNICOS EM TRANSPORTES (LOGÍSTICA)";"Especialistas em logística de transportes"
"3422";"153";"2525,06194200465";"36";"1933,838842614927";"23";"1878,488138474833";"93,0";"2176,34016837509";"83,0";"2064,90723520579";"geral";"-0,0634742279731507208";"-0,566265060240963791";"-0,0902796472173608144";"-0,722891566265060237";"3";"34";"342";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES";"TÉCNICOS EM TRANSPORTES (LOGÍSTICA)";"Despachantes aduaneiros"
"3423";"1094";"8558,64229628955";"946";"7970,120105198752";"713";"6668,746783969125";"1089,0";"7952,23935141599";"1079,5";"7935,75265529053";"geral";"0,0043307108224079904";"-0,123668364983788748";"-0,1596579337029527812";"-0,339509031959240426";"3";"34";"342";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES";"TÉCNICOS EM TRANSPORTES (LOGÍSTICA)";"Técnicos em transportes rodoviários"
"3424";"633";"5139,76686828318";"440";"10532,437486670880";"453";"18624,931600308824";"633,0";"9904,49327543699";"615,0";"10082,77705151770";"geral";"0,0445968836616790210";"-0,284552845528455278";"0,8472025618681440218";"-0,263414634146341475";"3";"34";"342";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES";"TÉCNICOS EM TRANSPORTES (LOGÍSTICA)";"Técnicos em transportes metroferroviários"
"3425";"2751";"13213,91568796105";"1946";"6217,193667974321";"2252";"5211,010536590647";"2242,0";"10010,84072459749";"2247,0";"8737,95979716346";"geral";"-0,2884845190072212739";"-0,133956386292834906";"-0,4036353270608705746";"0,002225189141076944";"3";"34";"342";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES";"TÉCNICOS EM TRANSPORTES (LOGÍSTICA)";"Técnicos em transportes aéreos"
"3426";"3";"5432,16991518477";"9";"4124,224223907122";"9";"5401,430994941723";"12,0";"5677,94965058530";"11,0";"5555,05978288503";"geral";"-0,2575733862282222342";"-0,181818181818181768";"-0,0276556497945594781";"-0,181818181818181768";"3";"34";"342";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO EM SERVIÇOS DE TRANSPORTES";"TÉCNICOS EM TRANSPORTES (LOGÍSTICA)";"Técnicos em transportes por vias navegáveis e operações portuárias"
"3511";"1498";"7081,14164980697";"898";"7386,703875747660";"940";"8437,583911572292";"1303,0";"7972,66515242049";"1281,0";"7988,86440754515";"geral";"-0,0753749846134290635";"-0,298985167837626853";"0,0561681211666764657";"-0,266198282591725177";"3";"35";"351";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS";"TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS";"Técnicos em contabilidade"
"3513";"5844";"11336,77843251782";"3788";"10668,465408480537";"5015";"10303,632716447002";"6257,0";"10922,03534467400";"6050,5";"10878,94835892003";"geral";"-0,0193477295318634779";"-0,373936038343938515";"-0,0528833875749863402";"-0,171142880753656690";"3";"35";"351";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS";"TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS";"Técnicos em administração"
"3514";"4878";"18343,15934396732";"5297";"16144,665391100461";"5732";"16412,617283243660";"5241,0";"17579,34404086480";"5253,0";"17446,42168432051";"geral";"-0,0746145150435039151";"0,008376166000380714";"-0,0592559563091352715";"0,091185988958690345";"3";"35";"351";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS";"TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS";"Serventuários da justiça e afins"
"3515";"1839";"7661,02655544893";"3759";"4671,581851920749";"4588";"5153,759415504056";"3571,0";"5877,35608075756";"3638,5";"5817,66603313242";"geral";"-0,1970006828656989395";"0,033118043149649612";"-0,1141190666235084583";"0,260959186477944138";"3";"35";"351";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS";"TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS";"Técnicos em secretariado, taquígrafos e estenotipistas"
"3516";"972";"4677,55356595270";"916";"4127,696924721116";"1018";"4175,962377892160";"916,0";"4677,55356595270";"944,0";"4655,42980980269";"geral";"-0,1133585741042323347";"-0,029661016949152574";"-0,1029910129674682651";"0,078389830508474478";"3";"35";"351";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS";"TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS";"Técnicos em segurança do trabalho"
"3517";"735";"3485,77319672223";"901";"4291,484094298783";"1283";"3581,502976915259";"893,0";"4008,01741940005";"897,0";"3984,01944578725";"geral";"0,0771744848877806700";"0,004459308807134965";"-0,1010327570809468334";"0,430323299888517363";"3";"35";"351";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NIVEL MÉDIO NAS CIÊNCIAS ADMINISTRATIVAS";"TÉCNICOS DAS CIÊNCIAS ADMINISTRATIVAS";"Técnicos de seguros e afins"
