"cboocupacao2002";"vinculos_2012";"media_rendimento_2012";"vinculos_2020";"media_rendimento_2020";"vinculos_2021";"media_rendimento_2021";"mediana_vinculos2012_2020";"mediana_rendimento2012_2020";"mediana_vinculos2012_2021";"mediana_rendimento2012_2021";"tipo_cbo";"variacao_rendimento2012_2020";"variacao_vinculos2012_2020";"variacao_rendimento2012_2021";"variacao_vinculos2012_2021";"tipo_emprego";"nome_cbo_ocupacao";"cbo_grande_grupo";"cbo_subgrupo_principal";"cbo_subgrupo";"cbo_familia";"nome_cbo_grandegrupo";"nome_cbo_subgrupo_principal";"nome_cbo_subgrupo";"nome_cbo_familia"
"515105";"11";"2438,080311567329";"55";"1884,214922422020";"63";"1879,731879577430";"31,0";"2375,032515953455";"32,0";"2190,565793716863";"geral";"-1,39850111863127e-01";"7,18750000000000e-01";"-1,41896634664427e-01";"9,68750000000000e-01";"Celetista";"Agente comunitário de saúde";"5";"51";"515";"5151";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Trabalhadores em serviços de promoção e apoio à saúde"
"515110";"187";"1658,249762428032";"407";"1676,750398224923";"426";"1635,176395079521";"219,0";"1753,494852537628";"225,5";"1743,681067528787";"geral";"-3,83846969209349e-02";"8,04878048780488e-01";"-6,22273616832026e-02";"8,89135254988914e-01";"Celetista";"Atendente de enfermagem";"5";"51";"515";"5151";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Trabalhadores em serviços de promoção e apoio à saúde"
"515115";"1";"1456,609225841310";NA;NA;NA;NA;"1,0";"1463,789961454140";"1,0";"1463,789961454140";"geral";NA;NA;NA;NA;"Celetista";"Parteira leiga";"5";"51";"515";"5151";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Trabalhadores em serviços de promoção e apoio à saúde"
"515120";"10";"1845,705536879689";"3";"2243,295839565230";"1";"1208,035870242680";"3,0";"1845,705536879689";"3,0";"1832,703922124241";"geral";"2,24036142709337e-01";"0,00000000000000e+00";"-3,40845045585718e-01";"-6,66666666666667e-01";"Celetista";"Visitador sanitário";"5";"51";"515";"5151";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Trabalhadores em serviços de promoção e apoio à saúde"
"515130";"1";"1110,364644569260";NA;NA;NA;NA;"1,0";"1110,364644569260";"1,0";"5222,593639131360";"geral";NA;NA;NA;NA;"Celetista";"Agente indígena de saneamento";"5";"51";"515";"5151";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Trabalhadores em serviços de promoção e apoio à saúde"
"515135";"10";"2218,223921270084";"104";"2255,720188595268";"40";"2590,317736194742";"90,0";"2312,657628463934";"89,5";"2341,460343298821";"geral";"-3,66182391040439e-02";"1,62011173184358e-01";"1,06282984295738e-01";"-5,53072625698324e-01";"Celetista";"Socorrista (exceto médicos e enfermeiros)";"5";"51";"515";"5151";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Trabalhadores em serviços de promoção e apoio à saúde"
"515205";"175";"1876,091335602176";"42";"1633,783449887818";"47";"1747,401454692204";"116,0";"1876,091335602176";"113,0";"1841,065640107250";"geral";"-1,12588158566338e-01";"-6,28318584070796e-01";"-5,08749842344514e-02";"-5,84070796460177e-01";"Celetista";"Auxiliar de banco de sangue";"5";"51";"515";"5152";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Auxiliares de laboratório da saúde"
"515210";"430";"1712,758999547965";"735";"1940,994714532839";"806";"1900,259731209902";"501,0";"1829,679056214287";"520,0";"1829,821135901094";"geral";"6,07565277559203e-02";"4,13461538461539e-01";"3,84947981673192e-02";"5,50000000000000e-01";"Celetista";"Auxiliar de farmácia de manipulação";"5";"51";"515";"5152";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Auxiliares de laboratório da saúde"
"515215";"454";"2031,789143306635";"466";"1972,922060636870";"483";"1941,997378594881";"454,0";"2028,573598470221";"455,0";"2023,291615470487";"geral";"-2,48948567020598e-02";"2,41758241758241e-02";"-4,01791992088605e-02";"6,15384615384615e-02";"Celetista";"Auxiliar de laboratório de análises clínicas";"5";"51";"515";"5152";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Auxiliares de laboratório da saúde"
"515220";"11";"2073,351592899985";"20";"1735,043349324412";"15";"1941,483500644778";"20,0";"1977,352423882202";"17,5";"1959,781662136782";"geral";"-1,14675178951993e-01";"1,42857142857143e-01";"-9,33683677397690e-03";"-1,42857142857143e-01";"Celetista";"Auxiliar de laboratório de imunobiológicos";"5";"51";"515";"5152";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Auxiliares de laboratório da saúde"
"515225";"302";"1526,167224700046";"412";"1734,200199603953";"158";"1601,041147584396";"351,0";"1753,060171028017";"342,0";"1743,630185315985";"geral";"-5,40824871664114e-03";"2,04678362573099e-01";"-8,17771101535204e-02";"-5,38011695906433e-01";"Celetista";"Auxiliar de produção farmacêutica";"5";"51";"515";"5152";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Auxiliares de laboratório da saúde"
"515305";"61";"2340,288111508617";"302";"2130,831288243275";"392";"2079,680536798644";"180,0";"2340,888860137695";"190,5";"2340,588485823156";"geral";"-8,96172902030284e-02";"5,85301837270341e-01";"-1,11471089687410e-01";"1,05774278215223e+00";"Celetista";"Educador social";"5";"51";"515";"5153";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Trabalhadores de atenção, defesa e proteção a pessoas em situação de risco e adolescentes em conflito com a lei"
"515310";"19";"2012,156376876314";"109";"3787,249608402451";"228";"2940,081960860448";"19,0";"2511,719356242826";"19,5";"2549,521549456425";"geral";"4,85474641000747e-01";"4,58974358974359e+00";"1,53189688272018e-01";"1,06923076923077e+01";"Celetista";"Agente de ação social";"5";"51";"515";"5153";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Trabalhadores de atenção, defesa e proteção a pessoas em situação de risco e adolescentes em conflito com a lei"
"515320";"7";"1111,018282658844";NA;NA;NA;NA;"1,0";"1397,188674801390";"1,0";"1397,188674801390";"geral";NA;NA;NA;NA;"Celetista";"Conselheiro tutelar";"5";"51";"515";"5153";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES DOS SERVIÇOS DE SAÚDE";"Trabalhadores de atenção, defesa e proteção a pessoas em situação de risco e adolescentes em conflito com a lei"
"516105";"35";"2290,646531978914";"12";"1991,283456530646";"15";"1937,052571501317";"28,0";"2237,339801619222";"23,5";"2185,560750789504";"geral";"-8,88912807336415e-02";"-4,89361702127660e-01";"-1,13704539760982e-01";"-3,61702127659574e-01";"Celetista";"Barbeiro";"5";"51";"516";"5161";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Trabalhadores nos serviços de embelezamento e higiene"
"516110";"682";"2191,527025561314";"179";"1991,395927691571";"149";"1941,823465573615";"435,0";"2157,181847655209";"416,0";"2124,529926881518";"geral";"-6,26651559506940e-02";"-5,69711538461538e-01";"-8,59985350152672e-02";"-6,41826923076923e-01";"Celetista";"Cabeleireiro";"5";"51";"516";"5161";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Trabalhadores nos serviços de embelezamento e higiene"
"516120";"555";"1736,176581920121";"102";"1822,492000442316";"102";"1925,853260706750";"391,0";"1960,790410159308";"333,0";"1943,321835433029";"geral";"-6,21769553491323e-02";"-6,93693693693694e-01";"-8,98902817215885e-03";"-6,93693693693694e-01";"Celetista";"Manicure";"5";"51";"516";"5161";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Trabalhadores nos serviços de embelezamento e higiene"
"516125";"26";"2673,882396595352";"24";"2811,538633182524";"22";"3117,520763672037";"28,0";"2401,599858388809";"27,5";"2425,757337636731";"geral";"1,59035402907051e-01";"-1,27272727272727e-01";"2,85174207371150e-01";"-2,00000000000000e-01";"Celetista";"Maquiador";"5";"51";"516";"5161";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Trabalhadores nos serviços de embelezamento e higiene"
"516130";"19";"2975,604618959052";"6";"4104,791674094315";"6";"3877,544384518070";"17,0";"4104,791674094315";"16,5";"4049,249774867721";"geral";"1,37165900635032e-02";"-6,36363636363636e-01";"-4,24042476745611e-02";"-6,36363636363636e-01";"Celetista";"Maquiador de caracterização";"5";"51";"516";"5161";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Trabalhadores nos serviços de embelezamento e higiene"
"516140";"7";"1742,981047724441";NA;NA;NA;NA;"4,5";"1651,054416913843";"4,5";"1651,054416913843";"geral";NA;NA;NA;NA;"Celetista";"Pedicure";"5";"51";"516";"5161";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Trabalhadores nos serviços de embelezamento e higiene"
"516205";"140";"1799,516703136534";"35";"1541,623128956315";"37";"1609,165813437670";"44,0";"1868,970476971562";"44,0";"1834,243590054048";"geral";"-1,59531952399578e-01";"-2,04545454545455e-01";"-1,22708770981582e-01";"-1,59090909090909e-01";"Celetista";"Babá";"5";"51";"516";"5162";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Cuidadores de crianças, jovens, adultos e idosos"
"516210";"173";"1538,993973856889";"511";"1776,899748742915";"494";"1706,175241413188";"498,0";"1776,899748742915";"496,0";"1761,485725849894";"geral";"8,75058064156864e-03";"3,02419354838710e-02";"-3,13999049921447e-02";"-4,03225806451613e-03";"Celetista";"Cuidador de idosos";"5";"51";"516";"5162";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Cuidadores de crianças, jovens, adultos e idosos"
"516215";"91";"2044,853376213581";"120";"2127,332543674609";"122";"2119,796172376819";"128,0";"2127,332543674609";"126,0";"2126,529404095200";"geral";"3,77676216403611e-04";"-4,76190476190477e-02";"-3,16630078352731e-03";"-3,17460317460317e-02";"Celetista";"Mãe social";"5";"51";"516";"5162";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Cuidadores de crianças, jovens, adultos e idosos"
"516220";"3";"1625,735837444090";"92";"1707,740511778674";"80";"1586,947852195789";"7,0";"1928,144245435484";"14,5";"1817,942378607079";"geral";"-6,06190097800804e-02";"5,34482758620690e+00";"-1,27063722772270e-01";"4,51724137931035e+00";"Celetista";"Cuidador em saúde";"5";"51";"516";"5162";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Cuidadores de crianças, jovens, adultos e idosos"
"516305";"261";"1488,474202298542";"103";"1552,136467052778";"89";"1596,444945265761";"195,0";"1591,877302531767";"188,0";"1593,199685860643";"geral";"-2,57740565556802e-02";"-4,52127659574468e-01";"2,03694454243197e-03";"-5,26595744680851e-01";"Celetista";"Lavadeiro, em geral";"5";"51";"516";"5163";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Tintureiros, lavadeiros e afins, a máquina"
"516310";"99";"2433,761547433670";"59";"2718,128422394092";"72";"2503,805345561741";"79,0";"2727,974020131490";"79,0";"2723,051221262791";"geral";"-1,80782455734219e-03";"-2,53164556962025e-01";"-8,05147820904287e-02";"-8,86075949367089e-02";"Celetista";"Lavador de roupas  a maquina";"5";"51";"516";"5163";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Tintureiros, lavadeiros e afins, a máquina"
"516315";"13";"1469,352249720230";"12";"1457,840887713107";"15";"1685,666164047429";"21,0";"1834,977903925802";"20,5";"1784,929070506594";"geral";"-1,83249961131875e-01";"-4,14634146341463e-01";"-5,56116812143086e-02";"-2,68292682926829e-01";"Celetista";"Lavador de artefatos de tapeçaria";"5";"51";"516";"5163";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Tintureiros, lavadeiros e afins, a máquina"
"516320";"193";"1293,023885442591";"42";"1392,444752748563";"50";"1470,793116664543";"210,0";"1506,548430672927";"201,5";"1488,670773668735";"geral";"-6,46388863287942e-02";"-7,91563275434243e-01";"-1,20091408526373e-02";"-7,51861042183623e-01";"Celetista";"Limpador a seco, à máquina";"5";"51";"516";"5163";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Tintureiros, lavadeiros e afins, a máquina"
"516325";"241";"1458,928423620662";"112";"1482,752218390010";"123";"1564,812166302367";"223,0";"1562,116838362944";"219,0";"1563,464502332656";"geral";"-5,16239951864749e-02";"-4,88584474885845e-01";"8,61972860720650e-04";"-4,38356164383562e-01";"Celetista";"Passador de roupas em geral";"5";"51";"516";"5163";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Tintureiros, lavadeiros e afins, a máquina"
"516335";"87";"1404,958394517844";"120";"1605,912338937268";"79";"1722,284506930359";"100,0";"1646,990696261997";"100,0";"1647,083046726266";"geral";"-2,49961335409457e-02";"2,00000000000000e-01";"4,56573579295612e-02";"-2,10000000000000e-01";"Celetista";"Conferente-expedidor de roupas (lavanderias)";"5";"51";"516";"5163";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Tintureiros, lavadeiros e afins, a máquina"
"516340";"102";"1392,459785922766";"40";"1329,028167993789";"61";"1658,039133841445";"95,0";"1535,962245580783";"89,5";"1537,747433340742";"geral";"-1,35730524286106e-01";"-5,53072625698324e-01";"7,82259153178166e-02";"-3,18435754189944e-01";"Celetista";"Atendente de lavanderia";"5";"51";"516";"5163";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Tintureiros, lavadeiros e afins, a máquina"
"516345";"826";"1629,804212086606";"972";"1526,971302858029";"984";"1573,607033509209";"972,0";"1652,657048566351";"978,0";"1642,402290020116";"geral";"-7,02817987185546e-02";"-6,13496932515334e-03";"-4,18869706459458e-02";"6,13496932515334e-03";"Celetista";"Auxiliar de lavanderia";"5";"51";"516";"5163";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Tintureiros, lavadeiros e afins, a máquina"
"516405";"73";"1461,440332669320";"23";"1377,324765597002";"22";"1519,026734255120";"53,0";"1577,910688687727";"44,5";"1557,386132800518";"geral";"-1,15617677216456e-01";"-4,83146067415730e-01";"-2,46306280359765e-02";"-5,05617977528090e-01";"Celetista";"Lavador de roupas";"5";"51";"516";"5164";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Lavadores e passadores de roupa, a mão"
"516410";"12";"1380,525670611531";"15";"1713,056589233853";"9";"1659,467892808099";"13,0";"1465,235787265751";"13,0";"1482,638231446129";"geral";"1,55411045594703e-01";"1,53846153846154e-01";"1,19266897083514e-01";"-3,07692307692308e-01";"Celetista";"Limpador de roupas a seco, à mão";"5";"51";"516";"5164";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Lavadores e passadores de roupa, a mão"
"516415";"63";"1561,172823548892";"29";"1379,352487044988";"45";"1441,455245615131";"63,0";"1597,968996751297";"63,0";"1579,570910150094";"geral";"-1,26754944534957e-01";"-5,39682539682540e-01";"-8,74387237998953e-02";"-2,85714285714286e-01";"Celetista";"Passador de roupas, à mão";"5";"51";"516";"5164";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Lavadores e passadores de roupa, a mão"
"516505";"71";"1465,255957492638";"136";"2058,130416086440";"134";"1921,107973227524";"89,0";"1833,287771714699";"95,0";"1840,780972185413";"geral";"1,18074582030792e-01";"4,31578947368421e-01";"4,36374572835492e-02";"4,10526315789474e-01";"Celetista";"Agente funerário";"5";"51";"516";"5165";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Trabalhadores dos serviços funerários"
"516610";"32";"1782,859703416286";"87";"2168,270637916353";"82";"2098,293886960366";"40,0";"1977,075870947227";"40,5";"2005,592190904200";"geral";"8,11124254222444e-02";"1,14814814814815e+00";"4,62216080001649e-02";"1,02469135802469e+00";"Celetista";"Sepultador";"5";"51";"516";"5166";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Trabalhadores auxiliares dos serviços funerários"
"516710";"1";"2200,336759976750";NA;NA;NA;NA;"1,0";"2357,201199013820";"1,0";"2357,201199013820";"geral";NA;NA;NA;NA;"Celetista";"Numerólogo";"5";"51";"516";"5167";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Astrólogos e numerólogos"
"516810";"1";"2148,927022594120";NA;NA;NA;NA;"1,0";"2163,081465220460";"1,0";"2163,081465220460";"geral";NA;NA;NA;NA;"Celetista";"Paranormal";"5";"51";"516";"5168";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE EMBELEZAMENTO E CUIDADOS PESSOAIS";"Esotéricos e paranormais"
"517105";"227";"2485,615507527568";"289";"4800,209948617206";"570";"4728,197658810765";"227,0";"3986,091837485330";"229,5";"4162,123506232394";"geral";"1,53307906752247e-01";"2,59259259259259e-01";"1,36006092017867e-01";"1,48366013071895e+00";"Celetista";"Bombeiro de aeródromo";"5";"51";"517";"5171";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA";"Bombeiros, salva-vidas e afins"
"517110";"2391";"4260,652445522840";"3037";"4320,865272553267";"3198";"4352,953031057979";"2963,0";"4420,084505070968";"2989,5";"4418,799636987954";"geral";"-2,21631149814800e-02";"1,58889446395718e-02";"-1,49014690276517e-02";"6,97441043652784e-02";"Celetista";"Bombeiro civil";"5";"51";"517";"5171";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA";"Bombeiros, salva-vidas e afins"
"517115";"126";"1668,405103444099";"107";"2435,635472684212";"110";"2617,780085519343";"131,0";"2167,732428355144";"130,5";"2174,846537943760";"geral";"1,19911419123401e-01";"-1,80076628352490e-01";"2,03661977913329e-01";"-1,57088122605364e-01";"Celetista";"Salva-vidas";"5";"51";"517";"5171";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA";"Bombeiros, salva-vidas e afins"
"517210";"17";"2711,334429049142";NA;NA;NA;NA;"9,0";"6918,557046056571";"9,0";"6918,557046056571";"geral";NA;NA;NA;NA;"Celetista";"Policial rodoviário federal";"5";"51";"517";"5172";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA";"Policiais, guardas-civis municipais e agentes de trânsito"
"517215";"14";"1462,826131940506";"2";"2322,934320295135";"1";"1733,531473798250";"2,5";"2097,593910334703";"2,0";"2046,785181552907";"geral";"1,34918476658460e-01";"0,00000000000000e+00";"-1,53046695167584e-01";"-5,00000000000000e-01";"Celetista";"Guarda-civil municipal";"5";"51";"517";"5172";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA";"Policiais, guardas-civis municipais e agentes de trânsito"
"517220";"30";"2005,738908378091";"15";"1925,995621331841";"23";"1914,912091158517";"27,0";"2075,262242120119";"25,5";"2045,970901333795";"geral";"-5,86397782704242e-02";"-4,11764705882353e-01";"-6,40570254884071e-02";"-9,80392156862745e-02";"Celetista";"Agente de trânsito";"5";"51";"517";"5172";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA";"Policiais, guardas-civis municipais e agentes de trânsito"
"517305";"268";"2032,336068513784";"46";"3247,291375987034";"48";"3698,552134847738";"268,0";"2164,198113918790";"235,5";"2300,547514113385";"geral";"4,11529801521408e-01";"-8,04670912951168e-01";"6,07683437163494e-01";"-7,96178343949045e-01";"Celetista";"Vigilante de proteção de aeroporto";"5";"51";"517";"5173";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA";"Vigilantes e guardas de segurança"
"517310";"726";"3157,643923699036";"956";"5286,577095657445";"1061";"5950,249780478054";"897,0";"4277,551927852985";"902,0";"4312,490619315266";"geral";"2,25875616280609e-01";"5,98669623059866e-02";"3,79771066359521e-01";"1,76274944567627e-01";"Celetista";"Agente de segurança";"5";"51";"517";"5173";"TRABALHADORES DOS SERVIÇOS, VENDEDORES DO COMÉRCIO EM LOJAS E MERCADOS";"TRABALHADORES DOS SERVIÇOS";"TRABALHADORES NOS SERVIÇOS DE PROTEÇÃO E SEGURANÇA";"Vigilantes e guardas de segurança"
