"cboocupacao2002";"vinculos_2012";"media_rendimento_2012";"vinculos_2020";"media_rendimento_2020";"vinculos_2021";"media_rendimento_2021";"mediana_vinculos2012_2020";"mediana_rendimento2012_2020";"mediana_vinculos2012_2021";"mediana_rendimento2012_2021";"tipo_cbo";"variacao_rendimento2012_2020";"variacao_vinculos2012_2020";"variacao_rendimento2012_2021";"variacao_vinculos2012_2021";"tipo_emprego";"nome_cbo_ocupacao";"cbo_grande_grupo";"cbo_subgrupo_principal";"cbo_subgrupo";"cbo_familia";"nome_cbo_grandegrupo";"nome_cbo_subgrupo_principal";"nome_cbo_subgrupo";"nome_cbo_familia"
"111105";"2";"7699,242226477215";NA;NA;NA;NA;"2,0";"7699,242226477215";"2,0";"7699,242226477215";"geral";NA;NA;NA;NA;"Estatutário";"Senador";"1";"11";"111";"1111";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Legisladores"
"111215";"123";"36725,563923542461";"54";"34928,628424873437";"55";"33480,995286669408";"83,0";"35611,925995512313";"78,0";"35545,643360113179";"geral";"-1,73583842325981e-02";"-3,07692307692308e-01";"-5,80844198690345e-02";"-2,94871794871795e-01";"Estatutário";"Ministro de estado";"1";"11";"111";"1112";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes gerais da administração pública"
"111220";"13";"14590,262744173271";"25";"11571,742936940847";"24";"11808,708499946186";"24,0";"12447,170688418511";"24,0";"12156,958042448598";"geral";"-4,81382845498313e-02";"4,16666666666667e-02";"-2,86461087787278e-02";"0,00000000000000e+00";"Estatutário";"Secretário - executivo";"1";"11";"111";"1112";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes gerais da administração pública"
"111225";"4";"24579,076841388349";"14";"24060,972580213813";"14";"19766,331607948287";"11,0";"24579,076841388349";"12,5";"24320,024710801081";"geral";"-1,06518037570997e-02";"1,20000000000000e-01";"-1,87240480098295e-01";"1,20000000000000e-01";"Estatutário";"Membro superior do poder executivo";"1";"11";"111";"1112";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes gerais da administração pública"
"111305";"11";"56625,387659123160";NA;NA;NA;NA;"12,0";"56527,874508644003";"12,0";"56625,387659123160";"geral";NA;NA;NA;NA;"Estatutário";"Ministro do supremo tribunal federal";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111310";"33";"38559,599338578890";"59";"25290,797996276113";"65";"21900,713085615454";"47,0";"29860,189038276287";"48,5";"29701,587915490225";"geral";"-1,48503505326520e-01";"2,16494845360825e-01";"-2,62641675996265e-01";"3,40206185567010e-01";"Estatutário";"Ministro do superior tribunal de justiça";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111315";"16";"44639,673678574720";"15";"44295,223245389185";"15";"42485,300770550391";"15,0";"44287,484722220164";"15,0";"44227,672780077417";"geral";"1,52733483508527e-03";"0,00000000000000e+00";"-3,93955164268079e-02";"0,00000000000000e+00";"Estatutário";"Ministro do  superior tribunal militar";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111320";"26";"58115,421842470889";"37";"32839,899105767596";"34";"31861,881476802111";"27,0";"56241,599663967121";"30,0";"46839,627388931302";"geral";"-2,98886414422502e-01";"2,33333333333333e-01";"-3,19766546983006e-01";"1,33333333333333e-01";"Estatutário";"Ministro do  superior tribunal do trabalho";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111325";"325";"43988,519648657668";"6";"5418,961095152293";"381";"43833,484931945735";"364,0";"43969,523438001277";"371,0";"43901,504184973506";"geral";"-8,76565480027286e-01";"-9,83827493261456e-01";"-1,54936042148301e-03";"2,69541778975741e-02";"Estatutário";"Juiz de direito";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111330";"38";"35180,810697458248";"6";"18090,062028746957";"42";"12046,024074269764";"41,0";"38108,045590061360";"41,5";"37973,496900617960";"geral";"-5,23613480315199e-01";"-8,55421686746988e-01";"-6,82778120071588e-01";"1,20481927710843e-02";"Estatutário";"Juiz federal";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111335";"36";"38730,404858920068";"39";"37945,697014768899";"37";"36669,170182817543";"39,0";"38227,603220942532";"39,0";"38086,650117855716";"geral";"-3,70085325568537e-03";"0,00000000000000e+00";"-3,72172383407811e-02";"-5,12820512820513e-02";"Estatutário";"Juiz auditor federal - justiça militar";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111345";"99";"45772,782923520819";"102";"41395,538581965739";"107";"37995,779820961601";"101,0";"43162,697189623963";"101,5";"42279,117885794854";"geral";"-2,08987166245014e-02";"4,92610837438434e-03";"-1,01310961037633e-01";"5,41871921182266e-02";"Estatutário";"Juiz do trabalho";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111405";"28552";"18033,875285471175";"19833";"20342,219273680228";"20884";"20863,794479743763";"24248,0";"19307,049612683932";"23990,5";"19704,769588920492";"geral";"3,23500197189903e-02";"-1,73297763698131e-01";"5,88195099462092e-02";"-1,29488755965903e-01";"Estatutário";"Dirigente do serviço público federal";"1";"11";"111";"1114";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes do serviço público"
"111410";"2676";"11771,562016323793";"1149";"7775,660896915645";"1126";"7826,518280446191";"1363,0";"7780,096647477858";"1361,5";"7803,307463962024";"geral";"-3,54292935067080e-03";"-1,56077855306647e-01";"2,97448442104331e-03";"-1,72970987881014e-01";"Estatutário";"Dirigente do serviço público estadual e distrital";"1";"11";"111";"1114";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes do serviço público"
"111415";"41";"7828,171578352701";"41";"6392,200189607758";"43";"6561,921615413996";"41,0";"7111,716602588489";"41,5";"6995,345729259436";"geral";"-8,62209764885388e-02";"-1,20481927710844e-02";"-6,19589267807817e-02";"3,61445783132530e-02";"Estatutário";"Dirigente do serviço público municipal";"1";"11";"111";"1114";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes do serviço público"
"111505";"179";"11980,371257642206";"971";"28358,842555991992";"968";"27975,881708543257";"285,0";"14334,334757319855";"297,0";"14473,830264037304";"geral";"9,59318441536126e-01";"2,26936026936027e+00";"9,32859595435087e-01";"2,25925925925926e+00";"Estatutário";"Especialista de políticas públicas e gestão governamental - eppgg";"1";"11";"111";"1115";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Gestores públicos"
"111510";"12";"14145,693415111369";"435";"34296,188627278127";"436";"33793,982277682058";"67,0";"19109,882513421468";"68,0";"19542,036946597640";"geral";"7,54995588279719e-01";"5,39705882352941e+00";"7,29296816397932e-01";"5,41176470588235e+00";"Estatutário";"Analista de planejamento e orçamento - apo";"1";"11";"111";"1115";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Gestores públicos"
"114405";"5";"11006,139310456916";NA;NA;NA;NA;"2,0";"13324,907456524154";"2,0";"13324,907456524154";"geral";NA;NA;NA;NA;"Estatutário";"Dirigente e administrador de organização da sociedade civil sem fins lucrativos";"1";"11";"114";"1144";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"DIRIGENTES E ADMINISTRADORES DE ORGANIZAÇÃO DE INTERESSE PÚBLICO";"Dirigentes e administradores de organizações da sociedade civil sem fins lucrativos"
"121010";"1";"21836,920006701701";NA;NA;NA;NA;"2,0";"21699,966167802602";"2,0";"21836,920006701701";"geral";NA;NA;NA;NA;"Estatutário";"Diretor geral de empresa e organizações (exceto de interesse público)";"1";"12";"121";"1210";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES GERAIS";"Diretores gerais"
"122750";"1";"19783,752188272301";NA;NA;NA;NA;"1,0";"19783,752188272301";"1,0";"19783,752188272301";"geral";NA;NA;NA;NA;"Estatutário";"Diretor de recuperação de créditos em operações de intermediação financeira";"1";"12";"122";"1227";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de serviços em instituição de intermediação financeira"
"123105";"62";"15504,675135068397";"17";"15620,663055892397";"18";"17185,363929933425";"54,0";"15165,264514145587";"52,0";"15334,969824606993";"geral";"1,86301789017524e-02";"-6,73076923076923e-01";"1,20664998137605e-01";"-6,53846153846154e-01";"Estatutário";"Diretor administrativo";"1";"12";"123";"1231";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE ÁREAS DE APOIO";"Diretores administrativos e financeiros"
"123110";"1";"21836,920006701701";"2";"11010,907493023000";"4";"16875,629633994478";"2,0";"21832,299789843517";"2,5";"21543,201550328711";"geral";"-4,88891775565503e-01";"-2,00000000000000e-01";"-2,16661015097035e-01";"6,00000000000000e-01";"Estatutário";"Diretor administrativo e financeiro";"1";"12";"123";"1231";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE ÁREAS DE APOIO";"Diretores administrativos e financeiros"
"123115";"4";"19653,222865057800";"1";"13028,700546589700";"3";"20918,301539830467";"4,0";"14373,659344131267";"3,5";"15541,213454813504";"geral";"-1,61667743354083e-01";"-7,14285714285714e-01";"3,45988947430070e-01";"-1,42857142857143e-01";"Estatutário";"Diretor financeiro";"1";"12";"123";"1231";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE ÁREAS DE APOIO";"Diretores administrativos e financeiros"
"123410";"5";"19649,946351128609";NA;NA;NA;NA;"6,0";"20903,922348662738";"6,0";"19649,946351128609";"geral";NA;NA;NA;NA;"Estatutário";"Diretor de suprimentos no serviço público";"1";"12";"123";"1234";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE ÁREAS DE APOIO";"Diretores de suprimentos e afins"
"123605";"1";"23403,460387646199";NA;NA;NA;NA;"1,0";"22369,590396152598";"1,0";"22369,590396152598";"geral";NA;NA;NA;NA;"Estatutário";"Diretor de tecnologia da informação";"1";"12";"123";"1236";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE ÁREAS DE APOIO";"Diretores de tecnologia da informação"
"123705";"1";"19653,222865057800";NA;NA;NA;NA;"2,0";"14715,092978627988";"2,0";"14715,092978627988";"geral";NA;NA;NA;NA;"Estatutário";"Diretor de pesquisa e desenvolvimento (p&d)";"1";"12";"123";"1237";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE ÁREAS DE APOIO";"Diretores de pesquisa e desenvolvimento"
"123805";"1";"9020,198291944880";NA;NA;NA;NA;"1,0";"9020,198291944880";"1,0";"15542,854632796942";"geral";NA;NA;NA;NA;"Estatutário";"Diretor de manutenção";"1";"12";"123";"1238";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE ÁREAS DE APOIO";"Diretores de manutenção"
"131105";"7";"13474,264496294356";"10";"7583,131610653156";"10";"7508,997219408661";"11,0";"9395,401931357035";"10,5";"8608,010671449043";"geral";"-1,19061081580114e-01";"-4,76190476190477e-02";"-1,27673337544246e-01";"-4,76190476190477e-02";"Estatutário";"Diretor de serviços culturais";"1";"13";"131";"1311";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRETORES E GERENTES EM EMPRESA DE SERVIÇOS DE SAÚDE, DA EDUCAÇÃO, OU DE SERVIÇOS CULTURAIS, SOCIAIS OU PESSOAIS";"DIRETORES E GERENTES EM EMPRESA DE SERVIÇOS DE SAÚDE, DE EDUCAÇÃO, OU DE SERVIÇOS CULTURAIS, SOCIAIS OU PESSOAIS";"Diretores e gerentes de operações em empresa de serviços pessoais, sociais e culturais"
"131120";"1";"7413,198447680240";"1";"7164,670472537570";"1";"6874,394012481640";"1,0";"7415,202088217386";"1,0";"7413,198447680240";"geral";"-3,35250670674330e-02";"0,00000000000000e+00";"-7,26817768337504e-02";"0,00000000000000e+00";"Estatutário";"Gerente de serviços sociais";"1";"13";"131";"1311";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRETORES E GERENTES EM EMPRESA DE SERVIÇOS DE SAÚDE, DA EDUCAÇÃO, OU DE SERVIÇOS CULTURAIS, SOCIAIS OU PESSOAIS";"DIRETORES E GERENTES EM EMPRESA DE SERVIÇOS DE SAÚDE, DE EDUCAÇÃO, OU DE SERVIÇOS CULTURAIS, SOCIAIS OU PESSOAIS";"Diretores e gerentes de operações em empresa de serviços pessoais, sociais e culturais"
"131205";"1";"9997,051848531441";NA;NA;NA;NA;"1,0";"6599,047728978891";"1,0";"6599,047728978891";"geral";NA;NA;NA;NA;"Estatutário";"Diretor de serviços de saúde";"1";"13";"131";"1312";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRETORES E GERENTES EM EMPRESA DE SERVIÇOS DE SAÚDE, DA EDUCAÇÃO, OU DE SERVIÇOS CULTURAIS, SOCIAIS OU PESSOAIS";"DIRETORES E GERENTES EM EMPRESA DE SERVIÇOS DE SAÚDE, DE EDUCAÇÃO, OU DE SERVIÇOS CULTURAIS, SOCIAIS OU PESSOAIS";"Gestores e especialistas de operações em empresas, secretarias e unidades de serviços de saúde"
"131320";"2";"37655,104987358398";"40";"8927,644042573953";"39";"8818,016159006904";"2,0";"37655,104987358398";"2,0";"30978,139746419249";"geral";"-7,11808258479888e-01";"1,90000000000000e+01";"-7,15347137330085e-01";"1,85000000000000e+01";"Estatutário";"Gerente de serviços educacionais da área pública";"1";"13";"131";"1313";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRETORES E GERENTES EM EMPRESA DE SERVIÇOS DE SAÚDE, DA EDUCAÇÃO, OU DE SERVIÇOS CULTURAIS, SOCIAIS OU PESSOAIS";"DIRETORES E GERENTES EM EMPRESA DE SERVIÇOS DE SAÚDE, DE EDUCAÇÃO, OU DE SERVIÇOS CULTURAIS, SOCIAIS OU PESSOAIS";"Diretores e gerentes de instituição de serviços educacionais"
"141105";"12";"6232,298215373742";NA;NA;NA;NA;"8,0";"8458,150609271685";"8,0";"8458,150609271685";"geral";NA;NA;NA;NA;"Estatutário";"Gerente de produção e operações  aqüícolas";"1";"14";"141";"1411";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE PRODUÇÃO E OPERAÇÕES";"Gerentes de produção e operações em empresa agropecuária, pesqueira, aqüícola e florestal"
"141205";"1";"11440,894322922701";NA;NA;NA;NA;"4,0";"11484,736523431329";"4,0";"11484,736523431329";"geral";NA;NA;NA;NA;"Estatutário";"Gerente de produção e operações";"1";"14";"141";"1412";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE PRODUÇÃO E OPERAÇÕES";"Gerentes de produção e operações em empresa da indústria extrativa, de transformação e de serviços de utilidade pública"
"141305";"1";"10439,981009241101";NA;NA;NA;NA;"1,0";"10439,981009241101";"1,0";"10439,981009241101";"geral";NA;NA;NA;NA;"Estatutário";"Gerente de produção e operações da construção civil e obras públicas";"1";"14";"141";"1413";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE PRODUÇÃO E OPERAÇÕES";"Gerentes de obras em empresa de construção"
"141405";"1";"13737,247335751101";NA;NA;NA;NA;"1,0";"16145,487404095751";"1,0";"16145,487404095751";"geral";NA;NA;NA;NA;"Estatutário";"Comerciante atacadista";"1";"14";"141";"1414";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE PRODUÇÃO E OPERAÇÕES";"Gerentes de operações comerciais e de assistência técnica"
"141735";"2";"12887,752835240484";NA;NA;NA;NA;"2,0";"13676,788776184741";"2,0";"13676,788776184741";"geral";NA;NA;NA;NA;"Estatutário";"Gerente de recuperação de crédito";"1";"14";"141";"1417";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE PRODUÇÃO E OPERAÇÕES";"Gerentes de operações de serviços em instituição de intermediação financeira"
"142105";"52";"13628,936905573855";"7";"10100,875516856639";"23";"8857,412110103420";"44,0";"13931,517642155392";"33,5";"13780,227273864624";"geral";"-2,67002255034370e-01";"-7,91044776119403e-01";"-3,57237588751366e-01";"-3,13432835820896e-01";"Estatutário";"Gerente administrativo";"1";"14";"142";"1421";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE ÁREAS DE APOIO";"Gerentes administrativos, financeiros, de riscos e afins"
"142115";"2";"14154,026076712151";NA;NA;NA;NA;"2,0";"14869,365193083409";"2,0";"14777,509639913706";"geral";NA;NA;NA;NA;"Estatutário";"Gerente financeiro";"1";"14";"142";"1421";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE ÁREAS DE APOIO";"Gerentes administrativos, financeiros, de riscos e afins"
"142205";"2";"13955,815834233399";"5";"12908,109111716680";"6";"13695,312303773868";"4,0";"13955,815834233399";"4,0";"13825,564069003634";"geral";"-6,63593147236468e-02";"2,50000000000000e-01";"-9,42108145314557e-03";"5,00000000000000e-01";"Estatutário";"Gerente de recursos humanos";"1";"14";"142";"1422";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE ÁREAS DE APOIO";"Gerentes de recursos humanos e de relações do trabalho"
"142305";"2";"6171,944611734790";NA;NA;NA;NA;"2,0";"9605,668332743800";"2,0";"9605,668332743800";"geral";NA;NA;NA;NA;"Estatutário";"Gerente comercial";"1";"14";"142";"1423";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE ÁREAS DE APOIO";"Gerentes de comercialização, marketing e comunicação"
"142310";"8";"20265,317908697369";"12";"18168,719979640100";"10";"18779,754442316262";"9,0";"20534,864186432322";"9,0";"20400,091047564845";"geral";"-1,09380446524581e-01";"3,33333333333333e-01";"-7,94279104671939e-02";"1,11111111111111e-01";"Estatutário";"Gerente de comunicação";"1";"14";"142";"1423";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE ÁREAS DE APOIO";"Gerentes de comercialização, marketing e comunicação"
"142410";"1";"4897,137353857600";NA;NA;NA;NA;"1,0";"13831,840921465700";"1,0";"12810,893900343101";"geral";NA;NA;NA;NA;"Estatutário";"Gerente de suprimentos";"1";"14";"142";"1424";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE ÁREAS DE APOIO";"Gerentes de suprimentos e afins"
"142505";"1";"22221,002154687299";NA;NA;NA;NA;"1,0";"24318,647933700500";"1,0";"23269,825044193902";"geral";NA;NA;NA;NA;"Estatutário";"Gerente de infraestrutura de tecnologia da informação";"1";"14";"142";"1425";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE ÁREAS DE APOIO";"Gerentes de tecnologia da informação"
"142510";"9";"10924,910021328005";NA;NA;NA;NA;"4,0";"9110,062662958870";"3,5";"9153,223038135351";"geral";NA;NA;NA;NA;"Estatutário";"Gerente de desenvolvimento de sistemas";"1";"14";"142";"1425";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"GERENTES";"GERENTES DE ÁREAS DE APOIO";"Gerentes de tecnologia da informação"
