"cboocupacao2002";"vinculos_2012";"media_rendimento_2012";"vinculos_2020";"media_rendimento_2020";"vinculos_2021";"media_rendimento_2021";"mediana_vinculos2012_2020";"mediana_rendimento2012_2020";"mediana_vinculos2012_2021";"mediana_rendimento2012_2021";"tipo_cbo";"variacao_rendimento2012_2020";"variacao_vinculos2012_2020";"variacao_rendimento2012_2021";"variacao_vinculos2012_2021";"nome_cbo_ocupacao";"cbo_grande_grupo";"cbo_subgrupo_principal";"cbo_subgrupo";"cbo_familia";"nome_cbo_grandegrupo";"nome_cbo_subgrupo_principal";"nome_cbo_subgrupo";"nome_cbo_familia"
"111105";"2";"7699,242226477215";"1";"1259,046093892640";NA;NA;"1,5";"4479,144160184927";"1,5";"4479,144160184927";"geral";"-0,7189092271054167149";"-0,333333333333333370";NA;NA;"Senador";"1";"11";"111";"1111";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Legisladores"
"111215";"123";"36725,563923542461";"54";"34928,628424873437";"55";"33480,995286669408";"83,0";"35611,925995512313";"78,0";"35545,643360113179";"geral";"-0,0173583842325980564";"-0,307692307692307709";"-0,0580844198690344538";"-0,294871794871794823";"Ministro de estado";"1";"11";"111";"1112";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes gerais da administração pública"
"111220";"14";"13829,630633827701";"37";"9596,376012189221";"40";"9077,039584788770";"25,0";"11589,913544889738";"25,5";"11279,403596352400";"geral";"-0,1492124623244660553";"0,450980392156862697";"-0,1952553601571490605";"0,568627450980392135";"Secretário - executivo";"1";"11";"111";"1112";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes gerais da administração pública"
"111225";"4";"24579,076841388349";"14";"24060,972580213813";"14";"19766,331607948287";"11,0";"24579,076841388349";"12,5";"24320,024710801081";"geral";"-0,0106518037570997315";"0,120000000000000107";"-0,1872404800982950812";"0,120000000000000107";"Membro superior do poder executivo";"1";"11";"111";"1112";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes gerais da administração pública"
"111305";"11";"56625,387659123160";NA;NA;NA;NA;"12,0";"56527,874508644003";"12,0";"56625,387659123160";"geral";NA;NA;NA;NA;"Ministro do supremo tribunal federal";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111310";"33";"38559,599338578890";"59";"25290,797996276113";"65";"21900,713085615454";"47,0";"29860,189038276287";"48,5";"29701,587915490225";"geral";"-0,1485035053265202354";"0,216494845360824639";"-0,2626416759962652003";"0,340206185567010211";"Ministro do superior tribunal de justiça";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111315";"16";"44639,673678574720";"15";"44295,223245389185";"15";"42485,300770550391";"15,0";"44287,484722220164";"15,0";"44227,672780077417";"geral";"0,0015273348350852700";"0,000000000000000000";"-0,0393955164268079416";"0,000000000000000000";"Ministro do  superior tribunal militar";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111320";"26";"58115,421842470889";"37";"32839,899105767596";"34";"31861,881476802111";"27,0";"56241,599663967121";"30,0";"46839,627388931302";"geral";"-0,2988864144225021890";"0,233333333333333393";"-0,3197665469830058838";"0,133333333333333304";"Ministro do  superior tribunal do trabalho";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111325";"325";"43988,519648657668";"6";"5418,961095152293";"381";"43833,484931945735";"364,0";"43969,523438001277";"371,0";"43901,504184973506";"geral";"-0,8765654800272861813";"-0,983827493261455577";"-0,0015493604214830148";"0,026954177897574150";"Juiz de direito";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111330";"38";"35180,810697458248";"6";"18090,062028746957";"42";"12046,024074269764";"41,0";"38108,045590061360";"41,5";"37973,496900617960";"geral";"-0,5236134803151992756";"-0,855421686746987930";"-0,6827781200715877796";"0,012048192771084265";"Juiz federal";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111335";"36";"38730,404858920068";"39";"37945,697014768899";"37";"36669,170182817543";"39,0";"38227,603220942532";"39,0";"38086,650117855716";"geral";"-0,0037008532556853657";"0,000000000000000000";"-0,0372172383407810559";"-0,051282051282051322";"Juiz auditor federal - justiça militar";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111345";"99";"45772,782923520819";"103";"41092,416593508962";"109";"37467,399262813276";"101,0";"43162,697189623963";"102,0";"42147,661754826819";"geral";"-0,0250368612962736936";"0,009803921568627416";"-0,1110444161585678602";"0,068627450980392135";"Juiz do trabalho";"1";"11";"111";"1113";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Magistrados"
"111405";"28897";"17946,259528886418";"20330";"20204,811863955409";"21330";"20633,807502474483";"25158,0";"19095,031107141032";"25114,0";"19391,061385632092";"geral";"0,0419652365664866522";"-0,190491359401130822";"0,0640886072261732664";"-0,150672931432667023";"Dirigente do serviço público federal";"1";"11";"111";"1114";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes do serviço público"
"111410";"2680";"11773,166939692410";"1149";"7775,660896915645";"1127";"7828,056574992570";"1364,0";"7780,096647477858";"1362,0";"7804,076611235214";"geral";"-0,0036411372844110668";"-0,156387665198237880";"0,0030727483790757848";"-0,172540381791483122";"Dirigente do serviço público estadual e distrital";"1";"11";"111";"1114";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes do serviço público"
"111415";"67";"7984,779580995504";"52";"7610,686010508363";"53";"7425,341667840576";"52,0";"7610,686010508363";"52,5";"7538,270280633185";"geral";"0,0096064119724155184";"-0,009523809523809490";"-0,0149807062613207531";"0,009523809523809490";"Dirigente do serviço público municipal";"1";"11";"111";"1114";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Dirigentes do serviço público"
"111505";"206";"13504,408558968575";"1009";"27582,697593081761";"1016";"27000,250521981165";"287,0";"14402,724241885539";"302,0";"14511,286951748087";"geral";"0,9007754229378697186";"2,341059602649006699";"0,8606379028793589292";"2,364238410596026352";"Especialista de políticas públicas e gestão governamental - eppgg";"1";"11";"111";"1115";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Gestores públicos"
"111510";"29";"11972,898240104323";"451";"33528,363980243310";"473";"31895,532052048617";"93,0";"17381,763051924529";"94,0";"17400,131100775252";"geral";"0,9269029518260052392";"3,797872340425532123";"0,8330627434541302279";"4,031914893617021711";"Analista de planejamento e orçamento - apo";"1";"11";"111";"1115";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"MEMBROS SUPERIORES DO PODER LEGISLATIVO, EXECUTIVO E JUDICIÁRIO";"Gestores públicos"
"113010";"1";"2631,595910300540";"2";"1604,299424585165";"1";"1548,734932083940";"1,5";"3150,789948460740";"1,0";"2631,595910300540";"geral";"-0,3903701482793583422";"1,000000000000000000";"-0,4114845193283995783";"0,000000000000000000";"Líder de comunidade caiçara";"1";"11";"113";"1130";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"CHEFES DE PEQUENAS POPULAÇÕES";"Dirigentes de povos indígenas, de quilombolas e caiçaras"
"113015";"5";"1412,136375689502";NA;NA;NA;NA;"3,0";"1514,978231777397";"3,0";"1514,978231777397";"geral";NA;NA;NA;NA;"Membro de liderança quilombola";"1";"11";"113";"1130";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"CHEFES DE PEQUENAS POPULAÇÕES";"Dirigentes de povos indígenas, de quilombolas e caiçaras"
"114205";"45";"11475,186521821299";"49";"8336,911995550141";"48";"7297,521388535795";"49,0";"10157,988537989897";"48,5";"9676,620699260387";"geral";"-0,1384479918503620510";"0,010309278350515427";"-0,2458605524247151619";"-0,010309278350515427";"Dirigentes de entidades de trabalhadores";"1";"11";"114";"1142";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"DIRIGENTES E ADMINISTRADORES DE ORGANIZAÇÃO DE INTERESSE PÚBLICO";"Dirigentes e administradores de entidades patronais e dos trabalhadores e de outros interesses sócioeconômicos"
"114210";"1";"2741,852660407170";NA;NA;NA;NA;"1,0";"2741,852660407170";"1,0";"2741,852660407170";"geral";NA;NA;NA;NA;"Dirigentes de entidades patronais";"1";"11";"114";"1142";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"DIRIGENTES E ADMINISTRADORES DE ORGANIZAÇÃO DE INTERESSE PÚBLICO";"Dirigentes e administradores de entidades patronais e dos trabalhadores e de outros interesses sócioeconômicos"
"114305";"5";"2249,683253232432";"18";"11016,063223189349";"17";"11824,768674682371";"9,0";"6303,064010055422";"11,5";"7444,335560962092";"geral";"0,4797913303313872113";"0,565217391304347894";"0,5884249947961990301";"0,478260869565217295";"Dirigente e administrador de organização religiosa";"1";"11";"114";"1143";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"DIRIGENTES E ADMINISTRADORES DE ORGANIZAÇÃO DE INTERESSE PÚBLICO";"Dirigentes e administradores de entidades religiosas"
"114405";"21";"31467,850474228253";"16";"23370,955127729041";"13";"29875,073431036340";"13,0";"31521,114619649208";"13,0";"31494,482546938729";"geral";"-0,2579349385119298343";"0,230769230769230838";"-0,0514188195817745219";"0,000000000000000000";"Dirigente e administrador de organização da sociedade civil sem fins lucrativos";"1";"11";"114";"1144";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"MEMBROS SUPERIORES E DIRIGENTES DO PODER PÚBLICO";"DIRIGENTES E ADMINISTRADORES DE ORGANIZAÇÃO DE INTERESSE PÚBLICO";"Dirigentes e administradores de organizações da sociedade civil sem fins lucrativos"
"121005";"30";"24117,306868756921";"30";"25399,562481110584";"36";"22760,275892211965";"30,0";"25399,562481110584";"32,0";"24758,434674933753";"geral";"0,0258953287877254912";"-0,062500000000000000";"-0,0807061839311186136";"0,125000000000000000";"Diretor de planejamento estratégico";"1";"12";"121";"1210";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES GERAIS";"Diretores gerais"
"121010";"356";"38643,596014085044";"188";"27748,614149977668";"203";"27761,256576578449";"308,0";"33847,781996006001";"297,0";"33686,994398285060";"geral";"-0,1762810946591810701";"-0,367003367003366998";"-0,1759058036358470689";"-0,316498316498316501";"Diretor geral de empresa e organizações (exceto de interesse público)";"1";"12";"121";"1210";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES GERAIS";"Diretores gerais"
"122105";"3";"2775,754526114496";"2";"3767,695435973735";"2";"4179,315405619450";"2,0";"3882,261357962428";"2,0";"4030,788381790939";"geral";"-0,0652708405645220369";"0,000000000000000000";"0,0368481323652416481";"0,000000000000000000";"Diretor de produção e operações em empresa agropecuária";"1";"12";"122";"1221";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de produção e operações em empresa agropecuária, pesqueira , aqüícola e florestal"
"122115";"1";"6385,860528983930";"1";"42744,260065574199";"2";"30114,242146665700";"1,0";"6183,353743197720";"1,0";"6284,607136090824";"geral";"5,8014211771656016836";"0,000000000000000000";"3,7917461656000153170";"1,000000000000000000";"Diretor de produção e operações em empresa florestal";"1";"12";"122";"1221";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de produção e operações em empresa agropecuária, pesqueira , aqüícola e florestal"
"122205";"9";"14640,939123849150";"1";"21665,367590991500";"2";"12014,729408239851";"8,0";"18688,114553532723";"7,0";"18582,754456098170";"geral";"0,1658856948347466886";"-0,857142857142857206";"-0,3534473354515501597";"-0,714285714285714302";"Diretor de produção e operações da indústria de transformação, extração mineral e utilidades";"1";"12";"122";"1222";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de produção e operações em empresa da indústria extrativa, transformação e de serviços de utilidade pública"
"122305";"26";"68395,241087689967";"6";"5663,931404466275";"18";"6394,369367177304";"8,0";"39775,538760558360";"11,5";"39702,579877368044";"geral";"-0,8573409732576363629";"-0,478260869565217406";"-0,8389432276963357804";"0,565217391304347894";"Diretor de operações de obras pública e civil";"1";"12";"122";"1223";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de obras em empresa de construção"
"122405";"14";"18581,162146962659";"8";"28287,314798883093";"9";"33301,229299176026";"13,0";"23828,300194553227";"12,5";"24274,881096121058";"geral";"0,1652915903840694867";"-0,359999999999999987";"0,3718390284719996774";"-0,280000000000000027";"Diretor de operações comerciais (comércio atacadista e varejista)";"1";"12";"122";"1224";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações em empresa do comércio"
"122505";"17";"8540,193638275752";"21";"2999,414608648461";"16";"3381,612942145293";"20,0";"4149,246608584904";"19,5";"3860,076465127824";"geral";"-0,2229649760191634300";"0,076923076923076872";"-0,1239518251270410598";"-0,179487179487179516";"Diretor de  produção e operações de alimentação";"1";"12";"122";"1225";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de serviços de turismo, de alojamento e de alimentação"
"122510";"3";"13197,890644290777";NA;NA;NA;NA;"1,5";"4147,771024303723";"1,5";"4147,771024303723";"geral";NA;NA;NA;NA;"Diretor de  produção e operações de hotel";"1";"12";"122";"1225";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de serviços de turismo, de alojamento e de alimentação"
"122515";"1";"2622,513523362940";"1";"2611,914013527450";NA;NA;"1,0";"2611,914013527450";"1,0";"2611,914013527450";"geral";"0,0000000000000000000";"0,000000000000000000";NA;NA;"Diretor de  produção e operações de turismo";"1";"12";"122";"1225";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de serviços de turismo, de alojamento e de alimentação"
"122520";"3";"3716,398491004556";"13";"6429,598862139604";"12";"7318,230967102242";"13,0";"5574,993942273020";"12,5";"5660,273448417003";"geral";"0,1359166515069614167";"0,040000000000000036";"0,2929112054027913636";"-0,040000000000000036";"Turismólogo";"1";"12";"122";"1225";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de serviços de turismo, de alojamento e de alimentação"
"122605";"6";"53729,518955226617";NA;NA;NA;NA;"11,0";"46645,106798569737";"11,0";"46645,106798569737";"geral";NA;NA;NA;NA;"Diretor de operações de correios";"1";"12";"122";"1226";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de serviços em empresa de armazenamento, de transporte e de telecomunicação"
"122610";"2";"21163,675222517799";"3";"21391,200765818376";"2";"43321,006440939636";"3,0";"21277,437994168089";"3,0";"21391,200765818376";"geral";"0,0000000000000000000";"0,000000000000000000";"1,0251788067065192855";"-0,333333333333333370";"Diretor de operações de serviços de armazenamento";"1";"12";"122";"1226";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de serviços em empresa de armazenamento, de transporte e de telecomunicação"
"122615";"26";"15805,162498718166";"11";"20607,660656589662";"12";"27701,298486941341";"18,0";"20607,660656589662";"17,5";"23232,438392698688";"geral";"-0,1129790033978491648";"-0,371428571428571441";"0,1923543288356288627";"-0,314285714285714279";"Diretor de operações de serviços de telecomunicações";"1";"12";"122";"1226";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de serviços em empresa de armazenamento, de transporte e de telecomunicação"
"122620";"5";"12964,233387886698";"2";"3942,805855887040";"2";"5689,590868452580";"7,0";"20389,363090455769";"6,5";"20064,011813178440";"geral";"-0,8034886595662126263";"-0,692307692307692291";"-0,7164280542979173383";"-0,692307692307692291";"Diretor de operações de serviços de transporte";"1";"12";"122";"1226";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de serviços em empresa de armazenamento, de transporte e de telecomunicação"
"122705";"7";"15860,085140664922";"8";"26237,992655803770";"7";"31471,692443085514";"9,0";"21037,295953205587";"8,5";"23637,644304504676";"geral";"0,1100087774314946198";"-0,058823529411764719";"0,3314225409969422387";"-0,176470588235294157";"Diretor comercial em operações de intermediação financeira";"1";"12";"122";"1227";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de serviços em instituição de intermediação financeira"
"122710";"2";"90204,416313685098";"2";"57328,140070276946";"3";"68709,002263163071";"2,0";"97354,547823440196";"2,0";"93230,245968284493";"geral";"-0,3850907559572555039";"0,000000000000000000";"-0,2630181166041669627";"0,500000000000000000";"Diretor de produtos bancários";"1";"12";"122";"1227";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de serviços em instituição de intermediação financeira"
"122720";"1";"6169,168485916130";NA;NA;NA;NA;"1,0";"6169,168485916130";"1,0";"6169,168485916130";"geral";NA;NA;NA;NA;"Diretor de câmbio e comércio exterior";"1";"12";"122";"1227";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de serviços em instituição de intermediação financeira"
"122735";"1";"48580,488168676697";NA;NA;NA;NA;"1,0";"48474,792688605448";"1,0";"48474,792688605448";"geral";NA;NA;NA;NA;"Diretor de crédito imobiliário";"1";"12";"122";"1227";"MEMBROS SUPERIORES DO PODER PÚBLICO, DIRIGENTES DE ORGANIZAÇÕES DE INTERESSE PÚBLICO E DE EMPRESAS, GERENTES";"DIRIGENTES DE EMPRESAS E ORGANIZAÇÕES (EXCETO DE INTERESSE PÚBLICO)";"DIRETORES DE PRODUÇÃO E OPERAÇÕES";"Diretores de operações de serviços em instituição de intermediação financeira"
