"cboocupacao2002";"vinculos_2012";"media_rendimento_2012";"vinculos_2020";"media_rendimento_2020";"vinculos_2021";"media_rendimento_2021";"mediana_vinculos2012_2020";"mediana_rendimento2012_2020";"mediana_vinculos2012_2021";"mediana_rendimento2012_2021";"tipo_cbo";"variacao_rendimento2012_2020";"variacao_vinculos2012_2020";"variacao_rendimento2012_2021";"variacao_vinculos2012_2021";"nome_cbo_ocupacao";"cbo_grande_grupo";"cbo_subgrupo_principal";"cbo_subgrupo";"cbo_familia";"nome_cbo_grandegrupo";"nome_cbo_subgrupo_principal";"nome_cbo_subgrupo";"nome_cbo_familia"
"313315";"1134";"6365,470296788666";"903";"6635,664909922803";"958";"6341,784891194417";"968,0";"7018,930903859572";"963,0";"6827,297906891187";"geral";"-0,0280686443717299561";"-0,062305295950155770";"-0,0711134950192686688";"-0,005192107995846351";"Técnico de telecomunicações (telefonia)";"3";"31";"313";"3133";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA";"Técnicos em telecomunicações"
"313320";"49";"3652,638409387161";"83";"4058,988643641339";"161";"3028,145931083325";"81,0";"3897,101419348448";"82,0";"3870,648812544295";"geral";"0,0486584653422077462";"0,012195121951219523";"-0,2176645111100037333";"0,963414634146341431";"Técnico de transmissão (telecomunicações)";"3";"31";"313";"3133";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA";"Técnicos em telecomunicações"
"313405";"3";"2801,093814451090";"2";"2326,865977870160";"3";"2513,282020892320";"4,0";"2365,222928757700";"3,5";"2380,679850338419";"geral";"-0,0226044138024728003";"-0,428571428571428603";"0,0556992871322246064";"-0,142857142857142905";"Técnico em calibração";"3";"31";"313";"3134";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA";"Técnicos em calibração e instrumentação"
"313410";"11";"3815,786495622101";"8";"3051,223810370544";"21";"2431,879752730256";"8,0";"3815,786495622101";"9,0";"3693,194260727436";"geral";"-0,1738252593922436917";"-0,111111111111111160";"-0,3415240084741015814";"1,333333333333333481";"Técnico em instrumentação";"3";"31";"313";"3134";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA";"Técnicos em calibração e instrumentação"
"313415";"313";"3471,036385312008";"213";"2799,329499851100";"223";"2890,742817540365";"266,0";"3385,383980917120";"252,5";"3347,308864694050";"geral";"-0,1637074399147315784";"-0,156435643564356464";"-0,1363979440228367812";"-0,116831683168316824";"Encarregado de manutenção de instrumentos de controle, medição e similares";"3";"31";"313";"3134";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA";"Técnicos em calibração e instrumentação"
"313505";"24";"2606,395856669358";"122";"2236,406330583047";"103";"2687,161813624462";"39,0";"2915,887138748284";"39,5";"2912,931079021855";"geral";"-0,2322488002929273820";"2,088607594936708889";"-0,0775058727009789727";"1,607594936708860889";"Técnico em fotônica";"3";"31";"313";"3135";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM ELETROELETRÔNICA E FOTÔNICA";"Técnicos em fotônica"
"314105";"42";"8716,862480766840";"34";"10884,496908692839";"17";"3532,322724929078";"42,0";"10320,745388958760";"42,0";"10251,867627412619";"geral";"0,0617086860923392599";"-0,190476190476190466";"-0,6554459291413450295";"-0,595238095238095233";"Técnico em mecânica de precisão";"3";"31";"314";"3141";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos"
"314110";"278";"4204,651828213405";"266";"5032,457280713610";"365";"6273,466362495064";"278,0";"5039,610997366930";"284,5";"5044,166634974285";"geral";"-0,0023213654718474697";"-0,065026362038664298";"0,2437072001145432765";"0,282952548330404285";"Técnico mecânico";"3";"31";"314";"3141";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos"
"314115";"196";"2376,816683511932";"299";"2629,370310556211";"291";"2522,079322285779";"264,0";"2526,265408770993";"265,0";"2524,606924108994";"geral";"0,0414969100523205903";"0,128301886792452802";"-0,0010011862833291252";"0,098113207547169790";"Técnico mecânico (calefação, ventilação e refrigeração)";"3";"31";"314";"3141";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos"
"314120";"69";"5656,544609538533";"53";"3141,864439116811";"62";"3346,518149488132";"55,0";"3568,117862294913";"58,5";"3553,270001197290";"geral";"-0,1157822405676611766";"-0,094017094017094016";"-0,0581863611939120728";"0,059829059829059839";"Técnico mecânico (máquinas)";"3";"31";"314";"3141";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos"
"314125";"65";"7218,054202847088";"33";"5035,109157143282";"29";"5072,361224421175";"44,0";"5819,686547899701";"43,0";"5450,253357197353";"geral";"-0,0761697067725944921";"-0,232558139534883690";"-0,0693347828091607221";"-0,325581395348837233";"Técnico mecânico (motores)";"3";"31";"314";"3141";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos mecânicos na fabricação e montagem de máquinas, sistemas e instrumentos"
"314205";"7";"4431,764170656333";"3";"2623,356071817097";"3";"3422,749995447143";"13,0";"7795,887259615805";"10,0";"6113,825715136069";"geral";"-0,5709141552199592518";"-0,699999999999999956";"-0,4401623214457354161";"-0,699999999999999956";"Técnico mecânico na fabricação de ferramentas";"3";"31";"314";"3142";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos mecânicos (ferramentas)"
"314210";"10";"3383,843751578202";"12";"7503,226059539712";"10";"8929,187250968955";"14,0";"6282,293422029334";"13,0";"6614,756876266571";"geral";"0,1343162265662289911";"-0,076923076923076872";"0,3498889555573008181";"-0,230769230769230727";"Técnico mecânico na manutenção de ferramentas";"3";"31";"314";"3142";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos mecânicos (ferramentas)"
"314305";"149";"4719,460010975702";"121";"4718,034305953504";"134";"4894,787352997265";"147,0";"4640,302055648482";"144,5";"4679,168180800993";"geral";"0,0083062039342767235";"-0,162629757785467177";"0,0460806630291630270";"-0,072664359861591699";"Técnico em automobilística";"3";"31";"314";"3143";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em mecânica veicular"
"314310";"6";"10005,631562481294";"108";"8999,786217970583";"113";"8432,864664058870";"41,0";"8999,786217970583";"74,5";"8824,721593833627";"geral";"0,0198379770144005985";"0,449664429530201248";"-0,0444044523793896140";"0,516778523489932917";"Técnico mecânico (aeronaves)";"3";"31";"314";"3143";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em mecânica veicular"
"314315";"3";"8739,655355047840";NA;NA;NA;NA;"3,0";"8739,655355047840";"3,0";"8739,655355047840";"geral";NA;NA;NA;NA;"Técnico mecânico (embarcações)";"3";"31";"314";"3143";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em mecânica veicular"
"314405";"166";"2944,609051510123";"168";"2969,224754474993";"142";"3069,282798783477";"178,0";"3393,800228435393";"176,0";"3317,012254117593";"geral";"-0,1048496276161995366";"-0,045454545454545414";"-0,0746845161716227501";"-0,193181818181818232";"Técnico de manutenção de sistemas e instrumentos";"3";"31";"314";"3144";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos mecânicos na manutenção de máquinas, sistemas e instrumentos"
"314410";"263";"5830,661167857313";"267";"4701,333243409455";"301";"4115,711331941884";"255,0";"4322,353535046383";"258,5";"4244,090775367866";"geral";"0,1077362601891937999";"0,032882011605415817";"-0,0302489862307090407";"0,164410058027079309";"Técnico em manutenção de máquinas";"3";"31";"314";"3144";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos mecânicos na manutenção de máquinas, sistemas e instrumentos"
"314605";"2";"6652,822726922385";"2";"2231,945348264230";NA;NA;"2,0";"3454,860371537290";"2,0";"3454,860371537290";"geral";"-0,3539694493438837464";"0,000000000000000000";NA;NA;"Inspetor de soldagem";"3";"31";"314";"3146";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em metalurgia (estruturas metálicas)"
"314615";"30";"6363,564125881079";"12";"7579,927719873323";"12";"8265,847250153431";"22,0";"7579,927719873323";"20,0";"7922,887485013377";"geral";"-0,0432872189323378898";"-0,400000000000000022";"0,0432872189323378898";"-0,400000000000000022";"Técnico em estruturas metálicas";"3";"31";"314";"3146";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em metalurgia (estruturas metálicas)"
"314620";"8";"4409,413175308551";"11";"6964,647588508587";"10";"6606,571361834414";"8,0";"8276,623840242530";"8,5";"7985,423163247266";"geral";"-0,1278298662288526177";"0,294117647058823595";"-0,1726710999811489344";"0,176470588235294157";"Técnico em soldagem";"3";"31";"314";"3146";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em metalurgia (estruturas metálicas)"
"314705";"17";"2310,751771431788";"4";"2264,317140219245";"1";"4149,789910736290";"11,0";"2402,763506027873";"9,5";"2445,950724420025";"geral";"-0,0742588893502129643";"-0,578947368421052655";"0,6965958755036953942";"-0,894736842105263164";"Técnico de acabamento em siderurgia";"3";"31";"314";"3147";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em siderurgia"
"314710";"3";"3615,298386345080";NA;NA;NA;NA;"3,5";"2528,342203849231";"4,0";"2499,767149673585";"geral";NA;NA;NA;NA;"Técnico de aciaria em siderurgia";"3";"31";"314";"3147";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em siderurgia"
"314715";"1";"3130,921552918940";"2";"1339,167208958540";"1";"2196,428854986700";"1,0";"1479,403233528615";"1,0";"1572,437235964110";"geral";"-0,1483493405462030790";"1,000000000000000000";"0,3968308589690714427";"0,000000000000000000";"Técnico de fundição em siderurgia";"3";"31";"314";"3147";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em siderurgia"
"314730";"1";"1419,679897821450";NA;NA;NA;NA;"1,0";"1589,159954905485";"1,0";"1589,159954905485";"geral";NA;NA;NA;NA;"Técnico de refratário em siderurgia";"3";"31";"314";"3147";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM METALMECÂNICA";"Técnicos em siderurgia"
"316105";"2";"2763,924574323445";"1";"7292,406421699770";"1";"7221,089325097010";"2,0";"5128,847222561920";"2,0";"5370,580270852965";"geral";"0,3578432969854070667";"-0,500000000000000000";"0,3445640807729970501";"-0,500000000000000000";"Técnico em geofísica";"3";"31";"316";"3161";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM MINERALOGIA E GEOLOGIA";"Técnicos em geologia"
"316110";"19";"10020,379242350109";"21";"9544,339535485742";"20";"10235,153098140063";"18,0";"11580,448524189484";"18,0";"11103,860808640089";"geral";"-0,1404485610933504658";"0,166666666666666741";"-0,0782347442453593667";"0,111111111111111160";"Técnico em geologia";"3";"31";"316";"3161";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM MINERALOGIA E GEOLOGIA";"Técnicos em geologia"
"316305";"59";"7929,505278412063";"42";"8513,219482541206";"35";"9096,145181961931";"48,0";"8621,110707312162";"45,5";"8751,363677721576";"geral";"-0,0272122384522329730";"-0,076923076923076872";"0,0393974604344311530";"-0,230769230769230727";"Técnico de mineração";"3";"31";"316";"3163";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM MINERALOGIA E GEOLOGIA";"Técnicos em mineração"
"316310";"3";"14981,934199715100";NA;NA;NA;NA;"3,0";"14096,413367871368";"3,0";"14096,413367871368";"geral";NA;NA;NA;NA;"Técnico de mineração (óleo e petróleo)";"3";"31";"316";"3163";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM MINERALOGIA E GEOLOGIA";"Técnicos em mineração"
"316315";"2";"5487,338275589374";"3";"4299,615703605020";"3";"4125,416871875454";"3,0";"4888,342921523862";"3,0";"4791,625972160828";"geral";"-0,1026812759206101600";"0,000000000000000000";"-0,1390361234695747239";"0,000000000000000000";"Técnico em processamento mineral (exceto petróleo)";"3";"31";"316";"3163";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM MINERALOGIA E GEOLOGIA";"Técnicos em mineração"
"316320";"2";"2189,335076176865";"3";"22209,580726848642";"2";"7661,209739059250";"2,0";"2822,756323871920";"2,0";"3772,511386099859";"geral";"4,8872137029676681053";"0,500000000000000000";"1,0307983078030282797";"0,000000000000000000";"Técnico em pesquisa mineral";"3";"31";"316";"3163";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM MINERALOGIA E GEOLOGIA";"Técnicos em mineração"
"316325";"1";"1360,301651144510";NA;NA;NA;NA;"1,0";"1470,326708964415";"1,0";"1470,326708964415";"geral";NA;NA;NA;NA;"Técnico de produção em refino de petróleo";"3";"31";"316";"3163";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM MINERALOGIA E GEOLOGIA";"Técnicos em mineração"
"316330";"1";"3952,020741815250";NA;NA;NA;NA;"1,0";"2645,333169728060";"1,0";"2645,333169728060";"geral";NA;NA;NA;NA;"Técnico em planejamento de lavra de minas";"3";"31";"316";"3163";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM MINERALOGIA E GEOLOGIA";"Técnicos em mineração"
"317105";"133";"4490,743379847880";"63";"4247,567682822269";"71";"4738,289921319062";"123,0";"4959,522954144149";"110,0";"4947,559230109942";"geral";"-0,1414821965197813336";"-0,427272727272727249";"-0,0422974842862527955";"-0,354545454545454497";"Desenvolvedor web (técnico)";"3";"31";"317";"3171";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM INFORMÁTICA";"Técnicos de desenvolvimento de sistemas e aplicações"
"317110";"1612";"7800,818672048439";"2156";"8576,671040031757";"2481";"9323,048473639998";"1889,0";"8256,097438406678";"1910,5";"8382,946328632090";"geral";"0,0231093822869887777";"0,128500392567390653";"0,1121445978721078429";"0,298612928552734802";"Desenvolvedor de sistemas de tecnologia da informação (técnico)";"3";"31";"317";"3171";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM INFORMÁTICA";"Técnicos de desenvolvimento de sistemas e aplicações"
"317115";"9";"3758,961945428680";"6";"3726,530351640237";"7";"3791,933601782077";"10,0";"3945,401112553689";"9,5";"3889,866372738761";"geral";"-0,0419901367931884151";"-0,368421052631578982";"-0,0251763843722302427";"-0,263157894736842146";"Programador de máquinas - ferramenta com comando numérico";"3";"31";"317";"3171";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM INFORMÁTICA";"Técnicos de desenvolvimento de sistemas e aplicações"
"317120";"39";"12486,709428513712";"37";"7269,528595195146";"31";"6154,141770879841";"36,0";"10261,709687701956";"36,0";"10092,508104290297";"geral";"-0,2797104029963681793";"0,027777777777777679";"-0,3902267199306252987";"-0,138888888888888840";"Desenvolvedor de multimídia";"3";"31";"317";"3171";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM INFORMÁTICA";"Técnicos de desenvolvimento de sistemas e aplicações"
"317205";"1089";"4702,249286659425";"687";"5008,952809649124";"721";"4857,509720995059";"830,0";"4922,979085930320";"803,0";"4912,461325012685";"geral";"0,0196421871344076848";"-0,144458281444582837";"-0,0111861652198318451";"-0,102117061021170574";"Operador de computador";"3";"31";"317";"3172";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM INFORMÁTICA";"Técnicos de suporte e monitoração ao usuário de tecnologia da informação."
"317210";"1115";"4514,678831425477";"1696";"4172,914096532318";"2096";"4314,135698293918";"1696,0";"3608,949949343405";"1701,5";"3728,470898121818";"geral";"0,1192025392056523803";"-0,003232441962973898";"0,1570790858169559545";"0,231854246253305973";"Técnico de suporte ao usuário de tecnologia da informação";"3";"31";"317";"3172";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICOS EM INFORMÁTICA";"Técnicos de suporte e monitoração ao usuário de tecnologia da informação."
"318005";"191";"9275,918131353037";"85";"6430,952810580780";"103";"7660,830588524863";"146,0";"9300,024465155677";"140,5";"9287,971298254357";"geral";"-0,3076041469045607268";"-0,395017793594305999";"-0,1751879562801093027";"-0,266903914590747360";"Desenhista técnico";"3";"31";"318";"3180";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos, em geral"
"318010";"62";"2791,210707033934";"42";"1840,913701143529";"42";"1978,603775845154";"40,0";"3026,426852887305";"41,0";"2908,818779960619";"geral";"-0,3671267134873037463";"0,024390243902439046";"-0,3197913223483999090";"0,024390243902439046";"Desenhista copista";"3";"31";"318";"3180";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos, em geral"
"318015";"110";"6826,938471786558";"37";"7929,630994826321";"43";"7168,352812890080";"63,0";"7929,630994826321";"60,5";"7817,045548065596";"geral";"0,0144025573432386977";"-0,388429752066115741";"-0,0829843872837663366";"-0,289256198347107474";"Desenhista detalhista";"3";"31";"318";"3180";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos, em geral"
"318105";"94";"3406,684660367627";"62";"3397,479578055715";"69";"3325,199109406157";"80,0";"3561,519474413670";"78,0";"3546,425001572544";"geral";"-0,0419987518277656902";"-0,205128205128205177";"-0,0623799719628335136";"-0,115384615384615419";"Desenhista técnico (arquitetura)";"3";"31";"318";"3181";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos da construção civil e arquitetura"
"318110";"4";"10004,634784795373";"95";"2566,677029546846";"114";"1633,980358972556";"7,0";"8136,003193087322";"7,5";"8125,769215950534";"geral";"-0,6841311928342033166";"11,666666666666666075";"-0,7989137624330847620";"14,199999999999999289";"Desenhista técnico (cartografia)";"3";"31";"318";"3181";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos da construção civil e arquitetura"
"318115";"31";"3614,411338044867";"13";"2861,737813465608";"27";"6113,885402395507";"22,0";"3783,580372238993";"22,0";"3825,507161712262";"geral";"-0,2519324386299879315";"-0,409090909090909061";"0,5981895063709639082";"0,227272727272727293";"Desenhista técnico (construção civil)";"3";"31";"318";"3181";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos da construção civil e arquitetura"
"318205";"7";"5559,774595561505";"5";"5870,048314380954";"7";"5100,369803863954";"6,0";"5226,357330096188";"6,5";"5163,363566980071";"geral";"0,1368651922789558828";"-0,230769230769230727";"-0,0122001409156939911";"0,076923076923076872";"Desenhista técnico mecânico";"3";"31";"318";"3182";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos da mecânica"
"318305";"7";"3268,812260910101";"18";"2963,627268092629";"15";"3279,351012648675";"8,0";"3143,870097815350";"11,5";"3206,341179362726";"geral";"-0,0756980925274884919";"0,565217391304347894";"0,0227704505546288960";"0,304347826086956541";"Desenhista técnico (eletricidade e eletrônica)";"3";"31";"318";"3183";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos em eletricidade, eletrônica, eletromecânica, calefação, ventilação e refrigeração"
"318310";"5";"2623,541718110600";"2";"2329,893411432290";"1";"2180,504745788040";"5,0";"2329,893411432290";"4,5";"2310,012626950409";"geral";"0,0086063531644531288";"-0,555555555555555580";"-0,0560637113630587658";"-0,777777777777777790";"Desenhista técnico (calefação, ventilação e refrigeração)";"3";"31";"318";"3183";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos em eletricidade, eletrônica, eletromecânica, calefação, ventilação e refrigeração"
"318405";"111";"4505,563433121290";"64";"2696,578782721391";"93";"2763,419841203449";"109,0";"3704,016259875827";"101,0";"3326,755986775540";"geral";"-0,1894269392042030598";"-0,366336633663366329";"-0,1693349761183129409";"-0,079207920792079167";"Desenhista técnico (artes gráficas)";"3";"31";"318";"3184";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"DESENHISTAS TÉCNICOS E MODELISTAS";"Desenhistas técnicos de produtos e serviços diversos"
