"cbo_familia";"vinculos_2012";"media_rendimento_2012";"vinculos_2020";"media_rendimento_2020";"vinculos_2021";"media_rendimento_2021";"mediana_vinculos2012_2020";"mediana_rendimento2012_2020";"mediana_vinculos2012_2021";"mediana_rendimento2012_2021";"tipo_cbo";"variacao_rendimento2012_2020";"variacao_vinculos2012_2020";"variacao_rendimento2012_2021";"variacao_vinculos2012_2021";"tipo_emprego";"cbo_grande_grupo";"cbo_subgrupo_principal";"cbo_subgrupo";"nome_cbo_grandegrupo";"nome_cbo_subgrupo_principal";"nome_cbo_subgrupo";"nome_cbo_familia"
"2349";"18";"3579,15924502944";"26";"2995,901060869358";"24";"3463,553237321970";"26,0";"3919,90837204722";"25,0";"3874,52015896610";"geral";"-2,26768493141923e-01";"0,040000000000000036";"-1,06069114311641e-01";"-0,040000000000000036";"Celetista";"2";"23";"234";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"PROFESSORES DO ENSINO SUPERIOR";"Professores de artes do ensino superior"
"2392";"25";"2705,77125032254";"54";"13014,288496066461";"51";"12082,793293077269";"28,0";"2696,22933879870";"31,0";"2701,00029456062";"geral";"3,81832176111759e+00";"0,741935483870967749";"3,47345130521092e+00";"0,645161290322580738";"Celetista";"2";"23";"239";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Professores de educação especial"
"2394";"1910";"7102,99409307633";"2267";"6014,358248980217";"2725";"5674,588278032787";"2299,0";"7040,35744213767";"2306,0";"6963,11958922377";"geral";"-1,36255212636570e-01";"-0,016912402428447493";"-1,85050866164231e-01";"0,181699913269731228";"Celetista";"2";"23";"239";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DO ENSINO";"OUTROS PROFISSIONAIS DO ENSINO NÃO CLASSIFICADOS ANTERIORMENTE";"Programadores, avaliadores e orientadores de ensino"
"2410";"2651";"14691,59713792022";"2258";"14069,880022943966";"2558";"14764,590531319398";"2651,0";"15118,02544713984";"2604,5";"14941,30798922962";"geral";"-5,83234056157479e-02";"-0,133038971011710472";"-1,18274422853479e-02";"-0,017853714724515246";"Celetista";"2";"24";"241";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Advogados"
"2412";"8";"16936,57382840243";"7";"15477,484699593409";"9";"16081,638296371462";"7,0";"16018,18196709425";"7,0";"16049,91013173286";"geral";"-3,56653356586517e-02";"0,000000000000000000";"1,97684375664342e-03";"0,285714285714285809";"Celetista";"2";"24";"241";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Procuradores e advogados públicos"
"2413";"65";"10955,80364112606";"55";"16405,054489203510";"91";"11010,691333171497";"89,0";"11115,26295146209";"90,0";"11090,83880530586";"geral";"4,79153630954886e-01";"-0,388888888888888840";"-7,22645721764681e-03";"0,011111111111111072";"Celetista";"2";"24";"241";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS, PROCURADORES, TABELIÃES E AFINS";"Tabeliães e registradores"
"2422";"1";"1148,15080154550";"1";"701,128432068070";"1";"1644,422355151440";"1,0";"1227,84204083239";"1,0";"1236,55411970380";"geral";"-4,32998183503674e-01";"0,000000000000000000";"3,29842607734257e-01";"0,000000000000000000";"Celetista";"2";"24";"242";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS JURÍDICAS";"ADVOGADOS DO PODER JUDICIÁRIO E DA SEGURANÇA PÚBLICA";"Membros do ministério público"
"2511";"144";"19436,71349316330";"31";"8303,465110924699";"27";"8646,232425749107";"144,0";"16547,25234048819";"103,5";"16367,23714201153";"geral";"-4,92677656046706e-01";"-0,700483091787439616";"-4,71735372883680e-01";"-0,739130434782608647";"Celetista";"2";"25";"251";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Profissionais em pesquisa e análise antropológica sociológica"
"2512";"700";"18227,44070485148";"547";"13500,708034143869";"615";"14548,677378228687";"700,0";"18120,41989263534";"663,0";"17631,56824731338";"geral";"-2,34287736361679e-01";"-0,174962292609351477";"-1,74850633014704e-01";"-0,072398190045248834";"Celetista";"2";"25";"251";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Economistas"
"2513";"30";"15497,21571115918";"17";"11712,864740995701";"24";"10531,896493592383";"21,0";"18194,53448914636";"21,5";"17827,57398528813";"geral";"-3,42991662765695e-01";"-0,209302325581395388";"-4,09235575054484e-01";"0,116279069767441845";"Celetista";"2";"25";"251";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Profissionais em pesquisa e análise geográfica"
"2515";"436";"8988,99124501488";"592";"6041,620478354542";"915";"6845,302576348896";"594,0";"8656,92802544831";"640,5";"8558,80263972203";"geral";"-2,94104475512154e-01";"-0,075722092115534712";"-2,00203245185332e-01";"0,428571428571428603";"Celetista";"2";"25";"251";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Psicólogos e psicanalistas"
"2516";"237";"6551,33516927028";"444";"7881,537264348239";"767";"7554,256454391126";"444,0";"7080,15583745193";"458,5";"7317,20614592153";"geral";"7,71238512586199e-02";"-0,031624863685932425";"3,23962867441867e-02";"0,672846237731733909";"Celetista";"2";"25";"251";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"CIENTISTAS SOCIAIS, PSICÓLOGOS E AFINS";"Assistentes sociais e economistas domésticos"
"2521";"4610";"14079,74011765565";"6819";"12487,123889408684";"7960";"12330,301496438340";"6819,0";"12725,84348011359";"6847,0";"12659,85366668686";"geral";"-1,36438999869881e-02";"-0,004089382211187376";"-2,60312780009225e-02";"0,162552942894698349";"Celetista";"2";"25";"252";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS";"Administradores"
"2522";"2242";"11413,20568500296";"2599";"9359,418973276090";"2717";"9504,905078622805";"2524,0";"11413,20568500296";"2544,5";"11095,84952060880";"geral";"-1,56493700108997e-01";"0,021418746315582604";"-1,43381941061030e-01";"0,067793279622715641";"Celetista";"2";"25";"252";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS";"Contadores e afins"
"2523";"4946";"5451,53575906842";"3536";"6728,942298645226";"3962";"6327,585720211534";"4284,0";"6495,63246546489";"4175,0";"6472,25478663233";"geral";"3,96596735565868e-02";"-0,153053892215568865";"-2,23521896448814e-02";"-0,051017964071856325";"Celetista";"2";"25";"252";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS";"Secretárias(os) executivas(os) e afins"
"2524";"848";"7723,98979089208";"1387";"6179,182589227010";"1466";"6452,976894395307";"1114,0";"7206,35704691833";"1141,5";"6986,56207338355";"geral";"-1,15561770678656e-01";"0,215067893123083609";"-7,63730678098498e-02";"0,284275076653526027";"Celetista";"2";"25";"252";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS";"Profissionais de recursos humanos"
"2525";"743";"5573,27549835770";"1183";"7509,582216952182";"1385";"7414,832540026671";"1117,0";"7096,85732903501";"1120,0";"7228,96003442693";"geral";"3,88191636402508e-02";"0,056249999999999911";"2,57122054506527e-02";"0,236607142857142794";"Celetista";"2";"25";"252";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS";"Profissionais de administração ecônomico-financeira"
"2526";"2";"8088,09691174990";"39";"8038,422928596457";"33";"8699,340522432189";"14,0";"8088,09691174990";"15,0";"8393,71871709104";"geral";"-4,23287699373514e-02";"1,600000000000000089";"3,64107752048977e-02";"1,200000000000000178";"Celetista";"2";"25";"252";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"PROFISSIONAIS DE ORGANIZAÇÃO E ADMINISTRAÇÃO DE EMPRESAS E AFINS";"Profissionais da administração dos serviços de segurança"
"2531";"3526";"9578,20246837291";"618";"6287,936577263408";"691";"6156,512092999553";"737,0";"8321,69815360391";"730,5";"8201,20134648495";"geral";"-2,33290793432546e-01";"-0,154004106776180705";"-2,49315821804784e-01";"-0,054072553045859006";"Celetista";"2";"25";"253";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"PROFISSIONAIS DE RELAÇÕES PÚBLICAS, PUBLICIDADE, MARKETING E COMERCIALIZAÇÃO";"Profissionais de publicidade"
"2532";"1127";"7487,76303346492";"839";"7529,531171292153";"1060";"8566,294135470660";"1036,0";"8741,20742201880";"1040,5";"8653,75077874473";"geral";"-1,29911253073508e-01";"-0,193656895723209987";"-1,01062123823671e-02";"0,018740989908697658";"Celetista";"2";"25";"253";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"PROFISSIONAIS DE RELAÇÕES PÚBLICAS, PUBLICIDADE, MARKETING E COMERCIALIZAÇÃO";"Profissionais de comercializacão e consultoria de serviços bancários"
"2533";"18";"12279,98977599949";"24";"5365,905655813898";"27";"4325,535945329798";"33,0";"7786,84274369391";"30,0";"7443,01290921381";"geral";"-2,79068070784700e-01";"-0,199999999999999956";"-4,18846104650019e-01";"-0,099999999999999978";"Celetista";"2";"25";"253";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"PROFISSIONAIS DE RELAÇÕES PÚBLICAS, PUBLICIDADE, MARKETING E COMERCIALIZAÇÃO";"Corretores de valores, ativos financeiros, mercadorias e derivativos"
"2541";"1";"1974,78510550001";"3";"1514,701126194337";NA;NA;"1,0";"1885,20849802302";"1,0";"1885,20849802302";"geral";"-1,96533896498569e-01";"2,000000000000000000";NA;NA;"Celetista";"2";"25";"254";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"AUDITORES FISCAIS PÚBLICOS";"Auditores fiscais e técnicos da receita federal"
"2543";"204";"1489,70214421041";"132";"1589,811203122073";"244";"1742,390193472352";"152,0";"1529,31703495979";"176,0";"1557,81992933601";"geral";"2,05359253554389e-02";"-0,250000000000000000";"1,18479845237959e-01";"0,386363636363636465";"Celetista";"2";"25";"254";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"AUDITORES FISCAIS PÚBLICOS";"Auditores fiscais do trabalho"
"2544";"14";"5671,94207424085";"8";"6108,146235050153";"11";"6103,085073620234";"12,0";"4860,30185424672";"11,5";"4943,42716641921";"geral";"2,35609634656480e-01";"-0,304347826086956541";"2,34585818332392e-01";"-0,043478260869565188";"Celetista";"2";"25";"254";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS DAS CIÊNCIAS SOCIAIS E HUMANAS";"AUDITORES FISCAIS PÚBLICOS";"Fiscais de tributos estaduais e municipais"
"2611";"1945";"12010,26827457745";"1667";"12284,554161599010";"1672";"12067,415430933577";"2148,0";"12284,55416159901";"2120,0";"12210,42060772791";"geral";"6,07133498940948e-03";"-0,213679245283018848";"-1,17117322480947e-02";"-0,211320754716981085";"Celetista";"2";"26";"261";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO";"Profissionais do jornalismo"
"2612";"682";"10628,93139314239";"497";"7600,185179271111";"591";"7180,152481070239";"712,0";"8633,60558243627";"697,0";"8439,48455547736";"geral";"-9,94491275727888e-02";"-0,286944045911047385";"-1,49219074474139e-01";"-0,152080344332855111";"Celetista";"2";"26";"261";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO";"Profissionais da informação"
"2613";"282";"2630,67235806799";"173";"4586,761355485377";"186";"5009,215560282283";"256,0";"3829,26726995041";"250,0";"3896,42916089844";"geral";"1,77170472265883e-01";"-0,308000000000000052";"2,85591333354885e-01";"-0,256000000000000005";"Celetista";"2";"26";"261";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO";"Arquivistas e museólogos"
"2614";"88";"6232,19117666548";"90";"4095,788222759249";"115";"4249,163132416268";"106,0";"5243,04166012417";"108,0";"5156,22594837293";"geral";"-2,05661609136486e-01";"-0,166666666666666630";"-1,75916033362131e-01";"0,064814814814814881";"Celetista";"2";"26";"261";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO";"Filólogos,tradutores ,intérpretes e afins"
"2615";"32";"10651,07206852468";"28";"6528,239023322816";"56";"6195,526880835048";"38,0";"9455,07617303203";"38,5";"9347,04201439076";"geral";"-3,01571661572517e-01";"-0,272727272727272707";"-3,37167108985241e-01";"0,454545454545454586";"Celetista";"2";"26";"261";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO";"Profissionais da escrita"
"2616";"58";"9511,29069466728";"78";"7696,178101752072";"62";"9042,993405350218";"78,0";"8654,49529874112";"77,5";"8848,74435204567";"geral";"-1,30251954903313e-01";"0,006451612903225712";"2,19521601683117e-02";"-0,199999999999999956";"Celetista";"2";"26";"261";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO";"Editores"
"2617";"288";"8292,04314807551";"191";"7235,161053542963";"213";"7466,007950780300";"245,0";"8475,95065677211";"240,0";"8430,30335590944";"geral";"-1,41767413568660e-01";"-0,204166666666666718";"-1,14384425378144e-01";"-0,112500000000000044";"Celetista";"2";"26";"261";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO";"Locutores, comentaristas e repórteres de mídias audiovisuais"
"2618";"129";"6845,56228256679";"58";"7146,614212278494";"57";"7316,513562040303";"105,0";"7017,11283757983";"103,5";"7054,26051939385";"geral";"1,30919027771568e-02";"-0,439613526570048263";"3,71765462766016e-02";"-0,449275362318840576";"Celetista";"2";"26";"261";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DA COMUNICAÇÃO E DA INFORMAÇÃO";"Fotógrafos profissionais"
"2621";"158";"8978,84620807905";"111";"9350,203009663444";"121";"8271,123633471863";"212,0";"9350,20300966344";"207,5";"9178,32703535064";"geral";"1,87262857000867e-02";"-0,465060240963855454";"-9,88419129526165e-02";"-0,416867469879518060";"Celetista";"2";"26";"262";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES";"Produtores artísticos e culturais"
"2622";"38";"6691,76560298973";"21";"3631,040971125663";"22";"4671,646431029846";"31,0";"4397,15373184504";"30,5";"4534,40008143744";"geral";"-1,99223512281124e-01";"-0,311475409836065587";"3,02678076763121e-02";"-0,278688524590163911";"Celetista";"2";"26";"262";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES";"Diretores de espetáculos e afins"
"2623";"72";"6037,65547545809";"30";"6086,739303838743";"24";"4797,436701936528";"72,0";"5153,94521201037";"64,5";"5125,82326190340";"geral";"1,87465699232580e-01";"-0,534883720930232620";"-6,40651351379069e-02";"-0,627906976744186052";"Celetista";"2";"26";"262";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES";"Cenógrafos"
"2624";"365";"5434,83513055934";"562";"5303,062433145773";"704";"5407,064006440723";"431,0";"5368,95640525682";"465,0";"5388,01020584877";"geral";"-1,57660749437313e-02";"0,208602150537634312";"3,53633342625570e-03";"0,513978494623655857";"Celetista";"2";"26";"262";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES";"Artistas visuais,desenhistas industriais e conservadores-restauradores de bens culturais"
"2626";"25";"4020,97285251917";"18";"2545,379786283880";"16";"3207,860319267469";"25,0";"3464,46287396983";"24,5";"3426,40644793529";"geral";"-2,57128474113837e-01";"-0,265306122448979553";"-6,37828967428887e-02";"-0,346938775510204134";"Celetista";"2";"26";"262";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES";"Músicos compositores, arranjadores, regentes e musicólogos"
"2627";"52";"3417,52095233917";"23";"2659,464651202365";"23";"2475,577773012293";"35,0";"3417,52095233917";"33,5";"3038,49280177077";"geral";"-1,24742158463405e-01";"-0,313432835820895539";"-1,85261267833322e-01";"-0,313432835820895539";"Celetista";"2";"26";"262";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES";"Músicos intérpretes"
"2628";"109";"2314,51008310379";"53";"1783,731849554575";"80";"1686,484928662059";"114,0";"2331,33800113206";"112,0";"2322,92404211792";"geral";"-2,32117875051885e-01";"-0,526785714285714302";"-2,73981887447164e-01";"-0,285714285714285698";"Celetista";"2";"26";"262";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES";"Artistas da dança (exceto dança tradicional e popular)"
"2629";"8";"6862,48234633072";"14";"7465,278355765625";"14";"8373,548485358639";"10,0";"5917,63050479576";"11,0";"6390,05642556324";"geral";"1,68264856926926e-01";"0,272727272727272707";"3,10402902212334e-01";"0,272727272727272707";"Celetista";"2";"26";"262";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"PROFISSIONAIS DE ESPETÁCULOS E DAS ARTES";"Designer de interiores de nível superior"
"2631";"58";"6343,94475189621";"62";"5810,740117379252";"73";"6504,029621468128";"69,0";"6520,76906259859";"70,5";"6512,39934203336";"geral";"-1,07742045259011e-01";"-0,120567375886524775";"-1,28519768608359e-03";"0,035460992907801359";"Celetista";"2";"26";"263";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"COMUNICADORES, ARTISTAS E RELIGIOSOS";"MEMBROS DE CULTOS RELIGIOSOS E AFINS";"Ministros de culto, missionários, teólogos e profissionais assemelhados"
"2711";"117";"3811,34187682961";"312";"2908,147969367530";"386";"3011,113081414894";"304,0";"3256,92001132529";"305,0";"3247,57955977522";"geral";"-1,04518329469712e-01";"0,022950819672131084";"-7,28131440686524e-02";"0,265573770491803307";"Celetista";"2";"27";"271";"PROFISSIONAIS DAS CIÊNCIAS E DAS ARTES";"PROFISSIONAIS EM GASTRONOMIA";"PROFISSIONAIS EM GASTRONOMIA E SERVIÇOS DE ALIMENTAÇÃO";"Chefes de cozinha e afins"
"3001";"39";"3104,90119541189";"43";"4456,285845174865";"57";"4702,264982060610";"31,0";"4456,28584517487";"35,0";"4579,27541361774";"geral";"-2,68578666566175e-02";"0,228571428571428648";"2,68578666566177e-02";"0,628571428571428559";"Celetista";"3";"30";"300";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS POLIVALENTES";"TÉCNICOS MECATRÔNICOS E ELETROMECÂNICOS";"Técnicos em mecatrônica"
"3003";"150";"5435,91288679780";"113";"4075,491183109245";"147";"4751,939536578534";"115,0";"5161,42192968806";"116,5";"5157,36865590172";"geral";"-2,09773150801320e-01";"-0,030042918454935674";"-7,86116227815591e-02";"0,261802575107296098";"Celetista";"3";"30";"300";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS POLIVALENTES";"TÉCNICOS MECATRÔNICOS E ELETROMECÂNICOS";"Técnicos em eletromecânica"
"3011";"227";"3826,22768220375";"161";"3221,657382355574";"228";"3634,497249052431";"161,0";"3271,56725745140";"169,5";"3453,03225325192";"geral";"-6,70062872069738e-02";"-0,050147492625368773";"5,25523605027494e-02";"0,345132743362831951";"Celetista";"3";"30";"301";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS POLIVALENTES";"TÉCNICOS EM LABORATÓRIO";"Técnicos de laboratório industrial"
"3012";"2";"9767,86723927965";NA;NA;NA;NA;"2,0";"7129,23665364135";"2,0";"7129,23665364135";"geral";NA;NA;NA;NA;"Celetista";"3";"30";"301";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS POLIVALENTES";"TÉCNICOS EM LABORATÓRIO";"Técnicos de apoio à bioengenharia"
"3111";"175";"9117,04659915564";"152";"5817,416678592367";"180";"5892,170125260243";"152,0";"9117,04659915564";"154,0";"9042,89226756415";"geral";"-3,56686278409089e-01";"-0,012987012987012991";"-3,48419736637270e-01";"0,168831168831168776";"Celetista";"3";"31";"311";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS";"Técnicos químicos"
"3112";"2";"3077,59251867403";"2";"1919,472999507235";"2";"1773,358220011295";"3,0";"3077,59251867403";"2,5";"3062,82200938637";"geral";"-3,73299201316697e-01";"-0,199999999999999956";"-4,21005133639292e-01";"-0,199999999999999956";"Celetista";"3";"31";"311";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS";"Técnicos de produção de indústrias químicas, petroquímicas, refino de petróleo, gás e afins"
"3113";"3";"2336,81818834156";"17";"2446,002709539736";"6";"3558,066486130739";"20,0";"2336,81818834156";"19,0";"2391,41044894065";"geral";"2,28284779065306e-02";"-0,105263157894736836";"4,87852697016900e-01";"-0,684210526315789491";"Celetista";"3";"31";"311";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS";"Técnicos em materiais, produtos cerâmicos e vidros"
"3114";"13";"3154,81653521471";"10";"2306,381297922522";"15";"2693,396508430744";"14,0";"2579,67876184817";"14,0";"2636,53763513946";"geral";"-1,25223449427253e-01";"-0,285714285714285698";"2,15657355060968e-02";"0,071428571428571397";"Celetista";"3";"31";"311";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS";"Técnicos em fabricação de produtos plásticos e de borracha"
"3115";"81";"9351,82896778712";"91";"8080,091442699272";"110";"7059,533197097319";"98,0";"8989,68327793695";"103,0";"8726,27341169997";"geral";"-7,40501630552068e-02";"-0,116504854368931987";"-1,91002520316167e-01";"0,067961165048543659";"Celetista";"3";"31";"311";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS";"Técnicos em controle ambiental, utilidades e tratamento de efluentes"
"3116";"4";"3913,66050943824";"2";"3186,639940705490";"2";"3724,896239811250";"2,0";"3624,46598300749";"2,0";"3639,73613537474";"geral";"-1,24486000582732e-01";"0,000000000000000000";"2,33973291659346e-02";"0,000000000000000000";"Celetista";"3";"31";"311";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS";"Técnicos têxteis"
"3117";"96";"2427,03763629124";"85";"2144,074703497424";"88";"2210,958107065340";"96,0";"2423,48339521616";"93,0";"2352,84648826197";"geral";"-8,87315793045043e-02";"-0,086021505376344121";"-6,03049888313952e-02";"-0,053763440860215006";"Celetista";"3";"31";"311";"TÉCNICOS DE NIVEL MÉDIO";"TÉCNICOS DE NÍVEL MÉDIO DAS CIÊNCIAS FÍSICAS, QUÍMICAS, ENGENHARIA E AFINS";"TÉCNICO EM CIÊNCIAS FÍSICAS E QUÍMICAS";"Coloristas"
